User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment1,Positive,Negative,Neutral
BTVI,PM-CARES Fund Trust Allocates Rs. 3100 Crore for Fight against #COVID19 http://nm-4.com/5ie9,2020-05-13 16:34:56+00:00,2,4,#COVID19,Delhi,PM CARES Fund Trust Allocates Rs 3100 Crore for Fight against COVID19,0,662,210,293
manishanataraj,"#Inequality split wide open with #COVID19 , even in the prosperous &amp; more benign countries : ""Why are so many people getting sick and dying in Montreal from Covid-19?"" ",2020-05-13 16:21:09+00:00,0,3,#Inequality #COVID19,Delhi,Inequality split wide open with COVID19 even in the prosperous amp more benign countries Why are so many people getting sick and dying in Montreal from Covid 19,1,663,210,293
NirbhedNGO,#Ration distributed at #Noida There are many more places and many more people who are stuck at their places and are in acute need of help #volunteer donate you time #JoinUs #COVID19 #FightAgainstCorona #level3lockdown @dmgbnagar @dm_ghaziabad @TOIIndiaNews,2020-05-13 16:19:44+00:00,9,11,#Ration #Noida #volunteer #JoinUs #COVID19 #FightAgainstCorona #level3lockdown,Delhi,Ration distributed at Noida There are many more places and many more people who are stuck at their places and are in acute need of help volunteer donate you time JoinUs COVID19 FightAgainstCorona level3lockdown ghaziabad,1,664,210,293
TheGreenDream,Staying in NOIDA and segregating waste at source? This would be a heartbreaking watch. - Waste is mixed during collection - Workers are found urinating in open - They're handling bins without gloves Is this how we will win over #Covid19? Let's change this! @noida_authority,2020-05-13 15:58:58+00:00,1,2,#Covid19,Delhi,Staying in NOIDA and segregating waste at source This would be a heartbreaking watch Waste is mixed during collection Workers are found urinating in open They re handling bins without gloves Is this how we will win over Covid19 Let s change this authority,1,665,210,293
drSanjivUDF,"#PMCaresFund Trust Allocates Rs. 3,100 crore for fight against #COVID19 Rs. 2,000 crore for 50,000 ventilators Rs. 1,000 crore for relief measures for migrants Rs. 100 crore for vaccine development देर आये,दुरुस्त आये @narendramodi @drharshvardhan @FrontUdf @NMOBharat",2020-05-13 15:39:37+00:00,6,17,#PMCaresFund #COVID19,Delhi,PMCaresFund Trust Allocates Rs 3 100 crore for fight against COVID19 Rs 2 000 crore for 50 000 ventilators Rs 1 000 crore for relief measures for migrants Rs 100 crore for vaccine development,0,665,210,294
AdityaRajKaul,#BREAKING: PM CARES Fund Trust Allocates Rs. 3100 Crore for Fight against #COVID19. Ventilators to be purchased for Rs. 2000 Crores. States/UTs to be given Rs. 1000 Crore for relief to migrants. India allocates Rs. 100 crores for vaccine against #COVID19 from the #PMCaresFund.,2020-05-13 15:20:32+00:00,926,2644,#BREAKING #COVID19 #COVID19 #PMCaresFund,Delhi,BREAKING PM CARES Fund Trust Allocates Rs 3100 Crore for Fight against COVID19 Ventilators to be purchased for Rs 2000 Crores States UTs to be given Rs 1000 Crore for relief to migrants India allocates Rs 100 crores for vaccine against COVID19 from the PMCaresFund,0,665,210,295
unbeatenknight,"We’ve managed to serve 5000 plus families so far, our team is not leaving any stone unturned in reaching out to those who need us. @MillatTimes interviewed @Amir_Sherwani from #UnitedforHumanity https://m.youtube.com/watch?v=nX8r05AjynE&amp;feature=youtu.be 4/4 #COVID19",2020-05-13 14:23:22+00:00,1,4,#UnitedforHumanity #COVID19,Delhi,We ve managed to serve 5000 plus families so far our team is not leaving any stone unturned in reaching out to those who need us interviewed Sherwani from UnitedforHumanity 4 4 COVID19,1,666,210,295
unbeatenknight,"We have managed to serve food to needy in Delhi, Uttar Pradesh, Bihar, Maharashtra & Kashmir. Millat Times​ contacted us & @Amir_Sherwani did justice, however there are @nikhat_tweets &amp; @Googlegrandpa many more who are #UNITEDFORHUMANITY #COVID19",2020-05-13 14:20:28+00:00,1,3,#UNITEDFORHUMANITY #COVID19,Delhi,We have managed to serve food to needy in Delhi Uttar Pradesh Bihar Maharashtra Kashmir Millat Times contacted us Sherwani did justice however there are tweets amp many more who are UNITEDFORHUMANITY COVID19,1,667,210,295
unbeatenknight,"our aim was to help those migrant workers who are left with nothing due to this sudden lockdown, its almost 48 days now and counting, we are still doing our small bit obviously with the help of generous donors here on social media. 2/n #COVID19 #UnitedforHumanity",2020-05-13 14:19:04+00:00,2,3,#COVID19 #UnitedforHumanity,Delhi,our aim was to help those migrant workers who are left with nothing due to this sudden lockdown its almost 48 days now and counting we are still doing our small bit obviously with the help of generous donors here on social media 2 n COVID19 UnitedforHumanity,-1,667,211,295
lifelinepathlab,How COVID-19 affects the body • • #LifelineLaboratory #MakeAndWear #RoutineTest #HealthCheckup #HealthyLife #HealthyHeart #FullBodyCheckup #COVIDTest #Coronavirus #COVID_19 #COVID19 #COVID_19_Test #CoronavirusTest… https://www.instagram.com/p/CAIT-l_p6Sg/?igshid=lzgkdwunvyx6,2020-05-13 13:34:01+00:00,0,1,#LifelineLaboratory #MakeAndWear #RoutineTest #HealthCheckup #HealthyLife #HealthyHeart #FullBodyCheckup #COVIDTest #Coronavirus #COVID_19 #COVID19 #COVID_19_Test #CoronavirusTest,Delhi,How COVID 19 affects the body LifelineLaboratory MakeAndWear RoutineTest HealthCheckup HealthyLife HealthyHeart FullBodyCheckup COVIDTest Coronavirus COVID 19 COVID19 COVID 19 Test CoronavirusTest,0,667,211,296
smilefoundation,"We all can fight against #COVID19 together! In order to make a difference in the lives of people affected by the challenging COVID crisis, @stir_world has joined hands with renowned artists &amp; designers to support the dedicated on-ground relief work done by Smile Foundation.",2020-05-13 13:22:42+00:00,4,9,#COVID19,Delhi,We all can fight against COVID19 together In order to make a difference in the lives of people affected by the challenging COVID crisis world has joined hands with renowned artists amp designers to support the dedicated on ground relief work done by Smile Foundation,1,668,211,296
PratapPradeep,Safety_1st #COVID19 #CKMKB #chineesvirus,2020-05-13 13:10:08+00:00,0,2,#COVID19 #CKMKB #chineesvirus,Delhi,Safety 1st COVID19 CKMKB chineesvirus,0,668,211,297
SanchitJakhar,Four speeches and Four Lockdowns with nothing concrete for any Indian Citizen #COVID19,2020-05-13 13:10:03+00:00,0,2,#COVID19,Delhi,Four speeches and Four Lockdowns with nothing concrete for any Indian Citizen COVID19,1,669,211,297
DeeptimanTY,BSF driver who accompanied the Central IMCT sent to Bengal and tested positive for #COVID19 has recovered. Along with him five other positives have also recovered. All were asymptomatic. @IndianExpress,2020-05-13 13:08:32+00:00,1,13,#COVID19,Delhi,BSF driver who accompanied the Central IMCT sent to Bengal and tested positive for COVID19 has recovered Along with him five other positives have also recovered All were asymptomatic,1,670,211,297
atulambekar,"#COVID19. Challenging times for People with #opioid Addiction, in India as well as USA. Access to treatment difficult. My brief quote in this story by young journalists from Indiablooms. @NACOINDIA, @AllianceinIndia @nddtc_aiims , @Dr_ArpitP, @UNODC_ROSA",2020-05-13 13:02:11+00:00,3,17,#COVID19 #opioid,Delhi,COVID19 Challenging times for People with opioid Addiction in India as well as USA Access to treatment difficult My brief quote in this story by young journalists from Indiablooms aiims ArpitP ROSA,1,671,211,297
JasperTrips,#vietnamtourism #vietnamholidays #travelvietnam #vietnamholiday The #destination that won #Covid19 war and will soon open for #traveler #beautifulvietnam #holidayswithkids #familytourpackages #travelmanagement… https://www.instagram.com/p/CAIP0UjpuYx/?igshid=1krvkke6mg1rg,2020-05-13 12:57:40+00:00,0,0,#vietnamtourism #vietnamholidays #travelvietnam #vietnamholiday #destination #Covid19 #traveler #beautifulvietnam #holidayswithkids #familytourpackages #travelmanagement,Delhi,vietnamtourism vietnamholidays travelvietnam vietnamholiday The destination that won Covid19 war and will soon open for traveler beautifulvietnam holidayswithkids familytourpackages travelmanagement,0,671,211,298
JPBhaiBJP,"IDFC First Bank today provided 2500 face masks and 200 gloves for health and sanitation workers of @NorthDmc . We welcome these initiatives by the organisations , in these grave times we need to be together to fight #COVID19. ",2020-05-13 12:47:24+00:00,20,106,#COVID19,Delhi,IDFC First Bank today provided 2500 face masks and 200 gloves for health and sanitation workers of We welcome these initiatives by the organisations in these grave times we need to be together to fight COVID19,1,672,211,298
katyaupreti,"After #COVID19 positive case detected in the @RailMinIndia, the Railway Board office at Rail Bhawan shall remain closed for May 14 and 15 for intensive sanitization @NBTDilli",2020-05-13 12:45:56+00:00,0,2,#COVID19,Delhi,After COVID19 positive case detected in the the Railway Board office at Rail Bhawan shall remain closed for May 14 and 15 for intensive sanitization,1,673,211,298
satyaprad1,#HumanitarianCollaboration &amp; #CoalitionOfCareAndCompassion in the face of #COVID19 disaster For the love of India &amp; its resilient citizens As part of facilitation through our #NDRFHelpingHands @TheVikasKhanna @NDRFHQ @AnupamkPandey @HMOIndia @BhallaAjay26,2020-05-13 12:25:17+00:00,24,131,#HumanitarianCollaboration #CoalitionOfCareAndCompassion #COVID19 #NDRFHelpingHands,Delhi,HumanitarianCollaboration amp CoalitionOfCareAndCompassion in the face of COVID19 disaster For the love of India amp its resilient citizens As part of facilitation through our NDRFHelpingHands,1,674,211,298
NitikaNayar,"George Varughese from #Nepal’s @FoundationNiti on #neighbourhood initiatives on #connectivity and #COVID19: there needs to be a #SouthAsia driven definition on vulnerability, accounting for its intersection with informality when tackling the pandemic in the region @BrookingsIndia",2020-05-13 12:12:03+00:00,0,0,#Nepal #neighbourhood #connectivity #COVID19 #SouthAsia,Delhi,George Varughese from Nepal s on neighbourhood initiatives on connectivity and COVID19 there needs to be a SouthAsia driven definition on vulnerability accounting for its intersection with informality when tackling the pandemic in the region,0,674,211,299
Sush_001,T-19 This picture clarifies everything! #AatmaNirbharBharatAbhiyan #20lakhcrores #COVID19 ,2020-05-13 11:56:08+00:00,5,31,#AatmaNirbharBharatAbhiyan #20lakhcrores #COVID19,Delhi,T 19 This picture clarifies everything AatmaNirbharBharatAbhiyan 20lakhcrores COVID19,0,674,211,300
NitikaNayar,"@DPanditaratne on role of #SAARC in #COVID19 and #Connectivity: 1. Immediate/Short term - coordinated medical response to COVID. 2. Long term - building a stronger and cohesive regional identity, using digital means. #SriLanka | #HappeningNow @BrookingsIndia",2020-05-13 11:43:07+00:00,1,0,#SAARC #COVID19 #Connectivity #SriLanka #HappeningNow,Delhi,on role of SAARC in COVID19 and Connectivity 1 Immediate Short term coordinated medical response to COVID 2 Long term building a stronger and cohesive regional identity using digital means SriLanka HappeningNow,-1,674,212,300
dieticianSingh,Take care of elders at home during this #covid19 spread.. Sharing some health tips through #indiatoday #nutritionistseemasingh #staysafe #preventcorona #wellness #healthylifestyle #healthyeating #flattenthecurve,2020-05-13 11:25:37+00:00,0,2,#covid19 #indiatoday #nutritionistseemasingh #staysafe #preventcorona #wellness #healthylifestyle #healthyeating #flattenthecurve,Delhi,Take care of elders at home during this covid19 spread Sharing some health tips through indiatoday nutritionistseemasingh staysafe preventcorona wellness healthylifestyle healthyeating flattenthecurve,0,674,212,301
SidharthYadav14,"This will make self-reliant India, will also then be able to serve 'Make in India': Finance minister #EconomicPackage #COVID19 #NirmalaSitharaman #AtmanirbharBharat",2020-05-13 11:21:31+00:00,0,7,#EconomicPackage #COVID19 #NirmalaSitharaman #AtmanirbharBharat,Delhi,This will make self reliant India will also then be able to serve Make in India Finance minister EconomicPackage COVID19 NirmalaSitharaman AtmanirbharBharat,1,675,212,301
amitabhnews18,Govt announces Rs 3 lakh crores collateral free automatic loans for business including #MSMEs badly affected due to #covid19 @minmsme @nsitharaman @ianuragthakur An emergency credit line opened #atmanirbharbharat,2020-05-13 11:15:04+00:00,1,3,#MSMEs #covid19 #atmanirbharbharat,Delhi,Govt announces Rs 3 lakh crores collateral free automatic loans for business including MSMEs badly affected due to covid19 An emergency credit line opened atmanirbharbharat,-1,675,213,301
NitikaNayar,"#HappeningNow Webinar at @BrookingsIndia on regional responses to #COVID19. @munirkhasru from #Bangladesh on India and connectivity: “if you’re going to be the magnet, you have to be magnanimous” #SouthAsia #Sambandh To watch: https://youtu.be/-2tBAsOhw3o",2020-05-13 11:13:22+00:00,3,7,#HappeningNow #COVID19 #Bangladesh #SouthAsia #Sambandh,Delhi,HappeningNow Webinar at on regional responses to COVID19 from Bangladesh on India and connectivity if you re going to be the magnet you have to be magnanimous SouthAsia Sambandh To watch,0,675,213,302
nakulsverma,"Thank you, #ModiBestPmEver , #COVID19 , #Mainatmanibhar #iatmanirbhar",2020-05-13 11:02:45+00:00,0,1,#ModiBestPmEver #COVID19 #Mainatmanibhar #iatmanirbhar,Delhi,Thank you ModiBestPmEver COVID19 Mainatmanibhar iatmanirbhar,0,675,213,303
anilkantony,"“ It is no accident that Kerala has fared better than many others in the #COVID19 crisis. The state has a long tradition of investing in its people and institutions, and of fostering a civic and political culture of mutual respect, trust, and compassion.” @ShashiTharoor writes",2020-05-13 11:02:30+00:00,3,13,#COVID19,Delhi,It is no accident that Kerala has fared better than many others in the COVID19 crisis The state has a long tradition of investing in its people and institutions and of fostering a civic and political culture of mutual respect trust and compassion writes,1,676,213,303
