Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,sadness,joy,fear,tentative,confident,anger
@khan_zafarul - a victim of #islamophobicindianmedia #indianmedia which continues to distort facts and corrupt minds in times of such a national crisis such as #COVID19 and #lockdown2020 #MediaVirus more responsible for #Sedition and #Hindu #Muslim division?,2020-05-19 02:24:45+00:00,0,1,#islamophobicindianmedia #indianmedia #COVID19 #lockdown2020 #MediaVirus #Sedition #Hindu #Muslim,Delhi,zafarul a victim of islamophobicindianmedia indianmedia which continues to distort facts and corrupt minds in times of such a national crisis such as COVID19 and lockdown2020 MediaVirus more responsible for Sedition and Hindu Muslim division,"[{'score': 0.83701, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
So basically this is the new chapter about life. #QuarantineLife #COVID19 #CoronaCrisis #coronavirus #india #newdelhi #pandemic #,2020-05-19 02:24:29+00:00,0,0,#QuarantineLife #COVID19 #CoronaCrisis #coronavirus #india #newdelhi #pandemic,Delhi,So basically this is the new chapter about life QuarantineLife COVID19 CoronaCrisis coronavirus india newdelhi pandemic,"[{'score': 0.690435, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
Are we living in India or 32 different countries ? #interstatetravelban #COVID19,2020-05-19 02:22:15+00:00,0,1,#interstatetravelban #COVID19,Delhi,Are we living in India or 32 different countries interstatetravelban COVID19,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"Uttar Pradesh Government has issued revised guidelines for the state during the extended lockdown till 31st May, 2020. #COVID19 #Lockdown #UttarPradesh #YogiAdityanath #bjp #bjp4up",2020-05-19 02:21:16+00:00,0,0,#COVID19 #Lockdown #UttarPradesh #YogiAdityanath #bjp #bjp4up,Delhi,Uttar Pradesh Government has issued revised guidelines for the state during the extended lockdown till 31st May 2020 COVID19 Lockdown UttarPradesh YogiAdityanath bjp bjp4up,[],,,,,,,
"Uttar Pradesh Government has issued revised guidelines for the state during the extended lockdown till 31st May, 2020. #COVID19 #Lockdown #UttarPradesh #YogiAdityanath #bjp #bjp4up @Delhi, India https://www.instagram.com/p/CAWjoQznH4-/?igshid=1qoc5l9l3mm3s",2020-05-19 02:20:08+00:00,0,0,#COVID19 #Lockdown #UttarPradesh #YogiAdityanath #bjp #bjp4up,Delhi,Uttar Pradesh Government has issued revised guidelines for the state during the extended lockdown till 31st May 2020 COVID19 Lockdown UttarPradesh YogiAdityanath bjp bjp4up India,[],,,,,,,
"...but take care of our mental health as well. Stay home. Stay safe. And ofcourse, stay fit in every way - physically AND mentally. #covid19 #lockdown #MentalHealthAwarenessMonth #MentalHealthWeek #depression #BreakTheStigma",2020-05-19 02:10:55+00:00,0,1,#covid19 #lockdown #MentalHealthAwarenessMonth #MentalHealthWeek #depression #BreakTheStigma,Delhi,but take care of our mental health as well Stay home Stay safe And ofcourse stay fit in every way physically AND mentally covid19 lockdown MentalHealthAwarenessMonth MentalHealthWeek depression BreakTheStigma,"[{'score': 0.712954, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.667919, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
@PMOIndia @CMODelhi @timesofindia @TOIIndiaNews #IndiaFightsCorona need solution #COVID19 #ModiGovt,2020-05-19 01:52:45+00:00,0,0,#IndiaFightsCorona #COVID19 #ModiGovt,Delhi,IndiaFightsCorona need solution COVID19 ModiGovt,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Journalism which is not a slave to TRP. salute @BDUTT your are a legend. I always wonder how will you outdo the effort of young Barkha reporting from Kargil frontline ? You did it. One of the best reporting on this #COVID19 crisis. ,2020-05-19 01:50:33+00:00,61,626,#COVID19,Delhi,Journalism which is not a slave to TRP salute your are a legend I always wonder how will you outdo the effort of young Barkha reporting from Kargil frontline You did it One of the best reporting on this COVID19 crisis,"[{'score': 0.532068, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
This letter doesn't say anything about President of Trump taking #hydroxychloroquine. The White House physician never prescribed it. The two of them just discussed it! #COVID19 ,2020-05-19 01:46:06+00:00,0,0,#hydroxychloroquine #COVID19,Delhi,This letter doesn t say anything about President of Trump taking hydroxychloroquine The White House physician never prescribed it The two of them just discussed it COVID19,"[{'score': 0.698904, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Its just a beginning govt allow to resume all the service not only in private sector as well as govt sector if #COVID19 case increase who is responsible @PMOIndia @CMODelhi #DelhiGovernment #SafeAtHome #safeindia,2020-05-19 01:40:50+00:00,0,0,#COVID19 #DelhiGovernment #SafeAtHome #safeindia,Delhi,Its just a beginning govt allow to resume all the service not only in private sector as well as govt sector if COVID19 case increase who is responsible DelhiGovernment SafeAtHome safeindia,"[{'score': 0.951898, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Its time to secure the nation agaings #COVID19 but govt secure only businessman not the people of india @CMODelhi @PMOIndia need lockdown with stick control to safe our nation #india #lockdownindia #SafeAtHome,2020-05-19 01:35:04+00:00,0,0,#COVID19 #india #lockdownindia #SafeAtHome,Delhi,Its time to secure the nation agaings COVID19 but govt secure only businessman not the people of india need lockdown with stick control to safe our nation india lockdownindia SafeAtHome,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,,1.0,
#COVID19 #DowJones #SGXNIFTY #marketcrash worldwide corona cases crossed 48.9 Lakhs deaths at 3.20 Lakhs India crossed 1 Lakh cases Brazil new troubled country Dow closed 900 points up SGX 200 points up but cannot stay up gap up opening will attract SALE will wait for buying,2020-05-19 01:08:28+00:00,0,0,#COVID19 #DowJones #SGXNIFTY #marketcrash,Delhi,COVID19 DowJones SGXNIFTY marketcrash worldwide corona cases crossed 48 9 Lakhs deaths at 3 20 Lakhs India crossed 1 Lakh cases Brazil new troubled country Dow closed 900 points up SGX 200 points up but cannot stay up gap up opening will attract SALE will wait for buying,"[{'score': 0.61975, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"@htTweets please ensure your vendors wear masks and gloves all times. It matters these days.(Greater Noida, Gamma-2) @HTNoidaGzb @htcity #COVID19 #SafetyFirst",2020-05-19 00:54:15+00:00,0,0,#COVID19 #SafetyFirst,Delhi,please ensure your vendors wear masks and gloves all times It matters these days Greater Noida Gamma 2 COVID19 SafetyFirst,"[{'score': 0.673516, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,1.0,
"As Delhi begins to gradually reopen, and you are out and about enjoying the outdoors, remember that #YourActionsSaveLives. #PhysicalDistancing #maskindia #lockdown4guidelines For the latest #COVID19 guidance, visit @MoHFW_INDIA Take Care Of all @iSinghApurva @ABHINAHIYAAR",2020-05-18 21:28:39+00:00,0,0,#YourActionsSaveLives #PhysicalDistancing #maskindia #lockdown4guidelines #COVID19,Delhi,As Delhi begins to gradually reopen and you are out and about enjoying the outdoors remember that YourActionsSaveLives PhysicalDistancing maskindia lockdown4guidelines For the latest COVID19 guidance visit INDIA Take Care Of all,"[{'score': 0.727331, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
BITTER TRUTH @narendramodi @sudhirchaudhary @AmitShah @myogiadityanath @ArvindKejriwal @ANI please help these migrant workers thet are the pillars of our country #MigrantWorkers #FreeTrains4Workers #MigrantLabourers #मजदूर_की_बात #NarendraModi #Modi #COVID19 ,2020-05-18 21:03:05+00:00,0,2,#MigrantWorkers #FreeTrains4Workers #MigrantLabourers #NarendraModi #Modi #COVID19,Delhi,BITTER TRUTH please help these migrant workers thet are the pillars of our country MigrantWorkers FreeTrains4Workers MigrantLabourers NarendraModi Modi COVID19,"[{'score': 0.584884, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
@sudhirchaudhary and @ZeeNews what goes around comes around. These very ppl demonised #tabligijamaat and now 29 ppl of the #Zee themselves have tested positive for #COVID19. They are super spreaders of the day. As per the DMA in force the promoters of zee shld be booked #zeehad,2020-05-18 19:42:48+00:00,0,0,#tabligijamaat #Zee #COVID19 #zeehad,Delhi,and what goes around comes around These very ppl demonised tabligijamaat and now 29 ppl of the Zee themselves have tested positive for COVID19 They are super spreaders of the day As per the DMA in force the promoters of zee shld be booked zeehad,"[{'score': 0.63213, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Before you even think of slightest respite coming around -- Some 108 million people in China’s northeast region are being plunged back under lockdown conditions https://www.bloomberg.com/news/articles/2020-05-18/over-100-million-in-china-s-northeast-thrown-back-under-lockdown #COVID19,2020-05-18 19:04:13+00:00,0,0,#COVID19,Delhi,Before you even think of slightest respite coming around Some 108 million people in China s northeast region are being plunged back under lockdown conditions COVID19,"[{'score': 0.774376, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.878702, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
India fares better than other countries in containment of #COVID19; averages 7.1 cases per lakh population compared to a world average of 60 Here is a comparison with other countries having the highest number of confirmed cases Read details https://pib.gov.in/PressReleseDetailm.aspx?PRID=1624890#.XsK576j1vcM.whatsapp,2020-05-18 17:45:28+00:00,1,8,#COVID19,Delhi,India fares better than other countries in containment of COVID19 averages 7 1 cases per lakh population compared to a world average of 60 Here is a comparison with other countries having the highest number of confirmed cases Read details,"[{'score': 0.864115, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"One of the last pictures on my phone before #COVID19 happened, this is late February Nainital, it was snowing. Which is your last picture from then? https://twitter.com/KiranManral/status/1262436816377921537",2020-05-18 17:45:08+00:00,0,6,#COVID19,Delhi,One of the last pictures on my phone before COVID19 happened this is late February Nainital it was snowing Which is your last picture from then,"[{'score': 0.533539, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"One more #AIIMS_Delhi security guard came #COVID19 positive #Contractual workers like sanitation workers, security guards,Hospital attendants are at risk You can imagine their living standards in such low incomes #HealthcareHeroes Need to follow #PhysicalDistancing strictly",2020-05-18 17:33:50+00:00,10,22,#AIIMS_Delhi #COVID19 #Contractual #HealthcareHeroes #PhysicalDistancing,Delhi,One more AIIMS Delhi security guard came COVID19 positive Contractual workers like sanitation workers security guards Hospital attendants are at risk You can imagine their living standards in such low incomes HealthcareHeroes Need to follow PhysicalDistancing strictly,[],,,,,,,
Great news BREAKING: Moderna announces Phase 1 #COVID19 results: After two doses all patients in the trial developed antibodies for the virus @megtirrell #COVID,2020-05-18 17:33:12+00:00,0,0,#COVID19 #COVID,Delhi,Great news BREAKING Moderna announces Phase 1 COVID19 results After two doses all patients in the trial developed antibodies for the virus COVID,"[{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,1.0,
Food & Education together to non users of mobile https://youtu.be/zWeRHocrH8M #education #coronavirus #CoronaCrisis #educators #delhigovtschoolteachers #DelhiFightsCorona #DelhiGovernment #ProudDelhiGovtTeacher #COVID19 #NDTV #Aaj_tak #ABP #PMO #CNBC #DelhiPolice #EduCOVID @msisodia,2020-05-18 16:58:29+00:00,2,2,#education #coronavirus #CoronaCrisis #educators #delhigovtschoolteachers #DelhiFightsCorona #DelhiGovernment #ProudDelhiGovtTeacher #COVID19 #NDTV #Aaj_tak #ABP #PMO #CNBC #DelhiPolice #EduCOVID,Delhi,Food Education together to non users of mobile education coronavirus CoronaCrisis educators delhigovtschoolteachers DelhiFightsCorona DelhiGovernment ProudDelhiGovtTeacher COVID19 NDTV Aaj tak ABP PMO CNBC DelhiPolice EduCOVID,[],,,,,,,
"First day of the #Lockdown4point0 and we crossed one lakh mark of #COVID19 positive cases. Millions of Migrant workers walking home, 55 days of lockdown, about16.50 lakh crores wiped out from the economy. Confused; worst time gone or yet to come.. #lockdownindia #Covid_19india",2020-05-18 16:58:01+00:00,4,7,#Lockdown4point0 #COVID19 #lockdownindia #Covid_19india,Delhi,First day of the Lockdown4point0 and we crossed one lakh mark of COVID19 positive cases Millions of Migrant workers walking home 55 days of lockdown about16 50 lakh crores wiped out from the economy Confused worst time gone or yet to come lockdownindia Covid 19india,"[{'score': 0.680753, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
"The government should consider all companies and individuals should do compulsorily e-payment / e-transfer to it’s vendors and employee. To extent, will eliminate the risk of #COVID19 #coronavirus #pandemic with #Social_Distancing @narendramodi @PMOIndia @nsitharaman #india",2020-05-18 16:52:18+00:00,0,1,#COVID19 #coronavirus #pandemic #Social_Distancing #india,Delhi,The government should consider all companies and individuals should do compulsorily e payment e transfer to it s vendors and employee To extent will eliminate the risk of COVID19 coronavirus pandemic with Social Distancing india,[],,,,,,,
"Stay home, stay safe #COVID19 #coronavirus #Cant_You_See_Me",2020-05-18 16:38:55+00:00,0,0,#COVID19 #coronavirus #Cant_You_See_Me,Delhi,Stay home stay safe COVID19 coronavirus Cant You See Me,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Situation is getting worse....#MigrantLabours Who is responsible for the condition of the #Labours ??? What you people think ?? #MigrantLabourers #MigrantLabourersDying #Lockdownextention #Lockdown4 #COVID19 #coronavirus #DelhiLockdown #Ghazipur #Ghaziabad #PriyankaGandhi,2020-05-18 16:38:09+00:00,0,1,#MigrantLabours #Labours #MigrantLabourers #MigrantLabourersDying #Lockdownextention #Lockdown4 #COVID19 #coronavirus #DelhiLockdown #Ghazipur #Ghaziabad #PriyankaGandhi,Delhi,Situation is getting worse MigrantLabours Who is responsible for the condition of the Labours What you people think MigrantLabourers MigrantLabourersDying Lockdownextention Lockdown4 COVID19 coronavirus DelhiLockdown Ghazipur Ghaziabad PriyankaGandhi,[],,,,,,,
