Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,sadness,tentative,analytical,fear,anger
"714 police personnel have tested positive for #COVID19 in the state, of which 648 are active cases, 61 recovered &amp; 5 deaths. There have been 194 incidents of assault on police personnel during the lockdown period &amp; 689 accused have been arrested for the same: #maharashtrapolice",2020-05-09 07:59:46+00:00,0,0,#COVID19 #maharashtrapolice,Mumbai,714 police personnel have tested positive for COVID19 in the state of which 648 are active cases 61 recovered amp 5 deaths There have been 194 incidents of assault on police personnel during the lockdown period amp 689 accused have been arrested for the same maharashtrapolice,[],,,,,,,
"36 more #COVID19 cases reported in #Karnataka between 5 pm yesterday &amp; 12 pm today. Total number of cases in the state is now at 789, including 379 discharged &amp; 30 deaths: State Health Department",2020-05-09 07:58:54+00:00,0,0,#COVID19 #Karnataka,Mumbai,36 more COVID19 cases reported in Karnataka between 5 pm yesterday amp 12 pm today Total number of cases in the state is now at 789 including 379 discharged amp 30 deaths State Health Department,"[{'score': 0.5407, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"43 new #COVID19 positive cases have been reported in #AndhraPradesh in the last 24 hours, taking the total number of positive cases to 1930. Three deaths have been reported in last 24 hours, death toll is at 44: Arja Srikanth, State Nodal Officer",2020-05-09 07:58:35+00:00,1,1,#COVID19 #AndhraPradesh,Mumbai,43 new COVID19 positive cases have been reported in AndhraPradesh in the last 24 hours taking the total number of positive cases to 1930 Three deaths have been reported in last 24 hours death toll is at 44 Arja Srikanth State Nodal Officer,"[{'score': 0.543794, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.677668, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"#Covid_19 #Mumbai 5,500 #Doctors have registered themselves with #Maharashtra Govt for #COVID19outbreak duty in @mybmc and State-run #Hospitals In t next 2-3 days they will b joining t duty Govt had made 15 days duty mandatory for private docs #COVID19",2020-05-09 07:49:52+00:00,1,2,#Covid_19 #Mumbai #Doctors #Maharashtra #COVID19outbreak #Hospitals #COVID19,Mumbai,Covid 19 Mumbai 5 500 Doctors have registered themselves with Maharashtra Govt for COVID19outbreak duty in and State run Hospitals In t next 2 3 days they will b joining t duty Govt had made 15 days duty mandatory for private docs COVID19,[],,,,,,,
"New triple antiviral drug therapy of interferon beta-1b, lopinavir-ritonavir, and ribavirin shows early promise for treating #COVID19 in phase 2 randomised trial. http://hubs.ly/H0qlcxb0",2020-05-09 07:44:57+00:00,1,3,#COVID19,Mumbai,New triple antiviral drug therapy of interferon beta 1b lopinavir ritonavir and ribavirin shows early promise for treating COVID19 in phase 2 randomised trial,"[{'score': 0.508014, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"9 May marks 2 months of living with #Covid19 in #Maharashtra now. On 9 March, a #Pune couple was diagnosed with #Coronavirus The #Mumbai #Pune belt is the worst-affected place on the country @DeccanHerald",2020-05-09 06:26:04+00:00,1,2,#Covid19 #Maharashtra #Pune #Coronavirus #Mumbai #Pune,Mumbai,9 May marks 2 months of living with Covid19 in Maharashtra now On 9 March a Pune couple was diagnosed with Coronavirus The Mumbai Pune belt is the worst affected place on the country,"[{'score': 0.503449, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"In Maharashtra, the average rate of Onion is Rs.5Kg, most of the market committees are closed due to #COVID19. Central govt should by onion directly from farmers at Rs. 20kg. #purchaseonionsupportfarmers @narendramodi @AmitShah @OfficeofUT @nitin_gadkari @PiyushGoyal",2020-05-09 06:14:41+00:00,4,11,#COVID19 #purchaseonionsupportfarmers,Mumbai,In Maharashtra the average rate of Onion is Rs 5Kg most of the market committees are closed due to COVID19 Central govt should by onion directly from farmers at Rs 20kg purchaseonionsupportfarmers gadkari,[],,,,,,,
".@WesenseAi, a #techstartup in Bangalore, is showing us the way by developing a device that offers an all-in-one solution to prevent #COVID19 in workplaces. https://bit.ly/35wDOop @NASSCOMStartUps #AI #WorkplaceSafety #StartupVsCOVID19",2020-05-09 05:56:30+00:00,5,19,#techstartup #COVID19 #AI #WorkplaceSafety #StartupVsCOVID19,Mumbai,a techstartup in Bangalore is showing us the way by developing a device that offers an all in one solution to prevent COVID19 in workplaces AI WorkplaceSafety StartupVsCOVID19,"[{'score': 0.613886, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Ministry of health & family welfare (MoHFW) issues revised discharge policy for #COVID19 patients. #COVID19outbreak #CoronavirusPandemic Source TOI,2020-05-09 04:16:08+00:00,15,37,#COVID19 #COVID19outbreak #CoronavirusPandemic,Mumbai,Ministry of health family welfare MoHFW issues revised discharge policy for COVID19 patients COVID19outbreak CoronavirusPandemic Source TOI,[],,,,,,,
"If we are at 'war' with this virus, then I suggest that the monies allocated for Rafale jets and other Trumpian military hardware be canceled and reassigned to the health of the citizens, regardless of whether we can produce our birth certificates or not. #ChineseVirus #COVID19",2020-05-09 03:48:26+00:00,0,0,#ChineseVirus #COVID19,Mumbai,If we are at war with this virus then I suggest that the monies allocated for Rafale jets and other Trumpian military hardware be canceled and reassigned to the health of the citizens regardless of whether we can produce our birth certificates or not ChineseVirus COVID19,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
These are idiots who believe in FOE and not the Duties towards nation. Although they are in democratic country but they don't believe in Democracy. #COVID19 #Covid_19,2020-05-09 03:47:58+00:00,0,0,#COVID19 #Covid_19,Mumbai,These are idiots who believe in FOE and not the Duties towards nation Although they are in democratic country but they don t believe in Democracy COVID19 Covid 19,"[{'score': 0.753325, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.866306, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,1.0
"Fishermen's boats anchored during 23rd day of nationwide lockdown to coronavirus pandemic at Uttan dock, Bhayandar near Mumbai on 16/04/2020. . @satejss . #satejshinde #midday #twittervideo #lockdown #23rdday #COVID19 #uttanbeach #bhayandar #fisherman – at Uttan Beach",2020-05-09 03:27:45+00:00,0,1,#satejshinde #midday #twittervideo #lockdown #23rdday #COVID19 #uttanbeach #bhayandar #fisherman,Mumbai,Fishermen s boats anchored during 23rd day of nationwide lockdown to coronavirus pandemic at Uttan dock Bhayandar near Mumbai on 16 04 2020 satejshinde midday twittervideo lockdown 23rdday COVID19 uttanbeach bhayandar fisherman at Uttan Beach,[],,,,,,,
"Workers are working in Morva salt pan during 23rd day of nationwide lockdown to coronavirus pandemic at Uttan road, Bhayandar near Mumbai on 16/04/2020. @satejss #satejshinde #midday #instavideo #lockdown #23rdday #COVID19 #saltpan #worker #morvagaon #uttan #bhayandar – at gorai -uttan road",2020-05-09 03:18:05+00:00,0,0,#satejshinde #midday #instavideo #lockdown #23rdday #COVID19 #saltpan #worker #morvagaon #uttan #bhayandar,Mumbai,Workers are working in Morva salt pan during 23rd day of nationwide lockdown to coronavirus pandemic at Uttan road Bhayandar near Mumbai on 16 04 2020 satejshinde midday instavideo lockdown 23rdday COVID19 saltpan worker morvagaon uttan bhayandar at gorai uttan road,[],,,,,,,
"I can’t say this enough, this would go down in the history as a virus that changed our way of life, but equally of miseries of millions who had to ‘migrate’ back from cities under the toughest conditions of heat and languish. And of heart warming stories of humanity too #COVID19 ",2020-05-09 03:14:42+00:00,0,0,#COVID19,Mumbai,I can t say this enough this would go down in the history as a virus that changed our way of life but equally of miseries of millions who had to migrate back from cities under the toughest conditions of heat and languish And of heart warming stories of humanity too COVID19,"[{'score': 0.520537, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"I can’t say this enough, this would go down in the history as a virus that changed our way of life, but equally of miseries of millions who had to ‘migrate’ back from cities under the toughest conditions of heat and languish. And of heart warming stories of humanity too #COVID19 ",2020-05-09 03:14:06+00:00,0,0,#COVID19,Mumbai,I can t say this enough this would go down in the history as a virus that changed our way of life but equally of miseries of millions who had to migrate back from cities under the toughest conditions of heat and languish And of heart warming stories of humanity too COVID19,"[{'score': 0.520537, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Fishermen's boats anchored at during a nationwide lockdown to coronavirus pandemic. SET 02 - 23th day of nationwide lockdown at Uttan dock, Bhayandar near Mumbai on 16/04/2020. @satejss #satejshinde #midday #middayonline #lockdown #23thday #COVID19 #fisherman #boats #uttandock – at Uttan Beach",2020-05-09 02:43:17+00:00,1,0,#satejshinde #midday #middayonline #lockdown #23thday #COVID19 #fisherman #boats #uttandock,Mumbai,Fishermen s boats anchored at during a nationwide lockdown to coronavirus pandemic SET 02 23th day of nationwide lockdown at Uttan dock Bhayandar near Mumbai on 16 04 2020 satejshinde midday middayonline lockdown 23thday COVID19 fisherman boats uttandock at Uttan Beach,[],,,,,,,
Workers are working in Morva salt pan . SET 01 - 23th day of nationwide lockdown at Bhayandar near Mumbai on 16/04/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown #23thday #COVID19 #saltpan #worker #morvagaon #bhayandar – at Uttan road,2020-05-09 02:36:53+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown #23thday #COVID19 #saltpan #worker #morvagaon #bhayandar,Mumbai,Workers are working in Morva salt pan SET 01 23th day of nationwide lockdown at Bhayandar near Mumbai on 16 04 2020 satejshinde midday middayonline twitterphoto lockdown 23thday COVID19 saltpan worker morvagaon bhayandar at Uttan road,[],,,,,,,
"All that I know is that this too shall pass and we will look back at the lockdown as a great time. Remember this privilege is available to a few of us, who can afford a lockdown. #Gratitude #COVID19 #Lockdown",2020-05-09 02:10:53+00:00,4,16,#Gratitude #Gratitude #COVID19 #Lockdown,Mumbai,All that I know is that this too shall pass and we will look back at the lockdown as a great time Remember this privilege is available to a few of us who can afford a lockdown Gratitude COVID19 Lockdown,"[{'score': 0.881132, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
1 in 3 indian women suffer physical & sexual abuse.Huge global surge #domesticviolence since #covid19 needs strong condemnation. 7ways to empower women - #education #Employment #genderEquality #PoliticalEmpowerment #healthcare #Socialupliftment #Selfdefence #selfawareness,2020-05-09 01:51:49+00:00,3,6,#domesticviolence #covid19 #education #Employment #genderEquality #PoliticalEmpowerment #healthcare #Socialupliftment #Selfdefence #selfawareness,Mumbai,1 in 3 indian women suffer physical sexual abuse Huge global surge domesticviolence since covid19 needs strong condemnation 7ways to empower women education Employment genderEquality PoliticalEmpowerment healthcare Socialupliftment Selfdefence selfawareness,"[{'score': 0.502685, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Re Sir,if u understand this then dont u realize that there shouldn't b any Reservation quota in HigherEducation &specifically in Medicine as Dr treat every1 equally& not on Caste base Sir,abolish Reservation& Honour MERIT Then see u will soon get research vaccine for #covid19 ",2020-05-08 22:00:00+00:00,0,0,#covid19,Mumbai,Re Sir if u understand this then dont u realize that there shouldn t b any Reservation quota in HigherEducation specifically in Medicine as Dr treat every1 equally not on Caste base Sir abolish Reservation Honour MERIT Then see u will soon get research vaccine for covid19,[],,,,,,,
do gaj ki doori!!! Social Distancing has always been fashionable! Stay Safe people! #dogajkidoori #narendramodi #Lockdown #StayHome #StaySafe #SocialDistancing #MaintainDistance #Fight #COVID19 #LockDownIndia #FollowLockDown #FightCOVID19 #BharatJewellers #Jewellery,2020-05-08 19:44:45+00:00,0,0,#dogajkidoori #narendramodi #Lockdown #StayHome #StayHome #StaySafe #SocialDistancing #MaintainDistance #Fight #COVID19 #LockDownIndia #FollowLockDown #FightCOVID19 #BharatJewellers #Jewellery,Mumbai,do gaj ki doori Social Distancing has always been fashionable Stay Safe people dogajkidoori narendramodi Lockdown StayHome StaySafe SocialDistancing MaintainDistance Fight COVID19 LockDownIndia FollowLockDown FightCOVID19 BharatJewellers Jewellery,[],,,,,,,
"30 people, including 25 from BSF's 86th battalion, test positive for #COVID19 in Tripura, state count now 118: CM Biplab Kumar Deb (PTI)",2020-05-08 19:41:18+00:00,0,0,#COVID19,Mumbai,30 people including 25 from BSF s 86th battalion test positive for COVID19 in Tripura state count now 118 CM Biplab Kumar Deb PTI,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
@CMOMaharashtra Pl look into this matter in priority as we all know #Doctors r working day&amp;night to fight Pandemic situation #Covid19 Dr doesn't treat on basis of Caste then y allot Medical seat on Caste base? Aptly changes best way to show solidarity ,2020-05-08 18:12:51+00:00,0,0,#Doctors #Covid19,Mumbai,Pl look into this matter in priority as we all know Doctors r working day amp night to fight Pandemic situation Covid19 Dr doesn t treat on basis of Caste then y allot Medical seat on Caste base Aptly changes best way to show solidarity,"[{'score': 0.53488, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"""A Man on Mission to Serve the Poor & Needy"". @aimim_national Floor Leader Janab Akbaruddin Owaisi @iamakbarowaisi(Founder &amp; Chairman Salar E Millat Educational Trust) today handed over 800 #Covid19 Relief Ration kits to the people under Nampally Constituency. ",2020-05-08 17:23:42+00:00,2,0,#Covid19,Mumbai,A Man on Mission to Serve the Poor Needy national Floor Leader Janab Akbaruddin Owaisi Founder amp Chairman Salar E Millat Educational Trust today handed over 800 Covid19 Relief Ration kits to the people under Nampally Constituency,[],,,,,,,
"Wow! Mamata Banerjee beats Uddhav by a big margin as the worst CM in handling #Covid19 crisis. The Bengal CM who is also the state’s Health Minister, with a measly approval rating of 6%, should now be able to read the writing on the wall ",2020-05-08 16:37:15+00:00,2,5,#Covid19,Mumbai,Wow Mamata Banerjee beats Uddhav by a big margin as the worst CM in handling Covid19 crisis The Bengal CM who is also the state s Health Minister with a measly approval rating of 6 should now be able to read the writing on the wall,[],,,,,,,
"15 more #SRPF jawans of SPRF Group7 tested positive for #COVID19 in #Pune's Daund. There are total 27 positive cases in SRPF Group 7&amp;160 other jawans have been kept under quarantine. They were all posted in #Mumbai on COVID19 duty: Commandant, State Police Reserve Force, Group 7",2020-05-08 15:54:15+00:00,1,0,#SRPF #COVID19 #Pune #Mumbai,Mumbai,15 more SRPF jawans of SPRF Group7 tested positive for COVID19 in Pune s Daund There are total 27 positive cases in SRPF Group 7 amp 160 other jawans have been kept under quarantine They were all posted in Mumbai on COVID19 duty Commandant State Police Reserve Force Group 7,"[{'score': 0.506671, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.744684, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
