Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,analytical,confident,tentative,anger,fear
"52 new #COVID19 cases have been reported in #TamilNadu today, taking total number of cases to 1,937 in the state: #TamilNadu Health Department",2020-04-27 13:04:22+00:00,0,0,#COVID19 #TamilNadu #TamilNadu,Mumbai,52 new COVID19 cases have been reported in TamilNadu today taking total number of cases to 1 937 in the state TamilNadu Health Department,[],,,,,,,
"#Covid19 management has been the ultimate test of a CM’s leadership. I am glad @myogiadityanath ji , @DrPramodPSawant ji @mlkhattar ji , @BjpBiplab ji have led from the front . Credit should also be given to Kerala n Orrisa CMs @TheSamirAbbas https://youtu.be/0XrJtrx_6bY via @YouTube",2020-04-27 13:00:21+00:00,0,1,#Covid19,Mumbai,Covid19 management has been the ultimate test of a CM s leadership I am glad ji ji ji ji have led from the front Credit should also be given to Kerala n Orrisa CMs via,[],,,,,,,
"Mumbai’s first citizen, Mayor @KishoriPednekar dons her nurses’ uniform once again to assist nurses working in fighting #Covid19. She is doing the night shift at one of the state run hospitals. Every citizen needs to step in at this time. This is a good example! ",2020-04-27 12:08:53+00:00,2,6,#Covid19,Mumbai,Mumbai s first citizen Mayor dons her nurses uniform once again to assist nurses working in fighting Covid19 She is doing the night shift at one of the state run hospitals Every citizen needs to step in at this time This is a good example,[],,,,,,,
Simple #frozenshoulder #exercises which can be done at home during #covid19 #lockdown,2020-04-27 11:44:31+00:00,0,1,#frozenshoulder #exercises #covid19 #lockdown,Mumbai,Simple frozenshoulder exercises which can be done at home during covid19 lockdown,"[{'score': 0.7852, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Dedicated to all the Monkeys and Morons who continue to roam freely on the streets by flouting #covid19 #lockdown norms, even without the need for buying essential goods.",2020-04-27 11:43:26+00:00,0,1,#covid19 #lockdown,Mumbai,Dedicated to all the Monkeys and Morons who continue to roam freely on the streets by flouting covid19 lockdown norms even without the need for buying essential goods,[],,,,,,,
"Coronavirus lockdown - With humans staying indoors, animals take to empty streets . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown #COVID19 #kandivali",2020-04-27 11:36:01+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown #COVID19 #kandivali,Mumbai,Coronavirus lockdown With humans staying indoors animals take to empty streets satejshinde midday middayonline twitterphoto lockdown COVID19 kandivali,"[{'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
33rd day of nationalwide lockdown at Kandivali in Mumbai on 26/04/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown #33rdday #COVID19 #kandivali,2020-04-27 11:20:14+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown #33rdday #COVID19 #kandivali,Mumbai,33rd day of nationalwide lockdown at Kandivali in Mumbai on 26 04 2020 satejshinde midday middayonline twitterphoto lockdown 33rdday COVID19 kandivali,[],,,,,,,
#coronavirus #COVID19 #Corona #COVID #CoronavirusOutbreak A Hindu Family arrange iftar meals for Kashmiri Muslims in Bengal #HinduPhobic,2020-04-27 10:33:21+00:00,2,2,#coronavirus #COVID19 #Corona #COVID #CoronavirusOutbreak #HinduPhobic,Mumbai,coronavirus COVID19 Corona COVID CoronavirusOutbreak A Hindu Family arrange iftar meals for Kashmiri Muslims in Bengal HinduPhobic,[],,,,,,,
Indian Council of Medical Research (ICMR) issues revised advisory to state governments regarding Rapid Antibody Blood tests. ICMR has written to them to stop using Guangzhou Wondfo Biotech and Zhuhai Livzon Diagnostics kits. #COVID19 ,2020-04-27 10:17:36+00:00,0,0,#COVID19,Mumbai,Indian Council of Medical Research ICMR issues revised advisory to state governments regarding Rapid Antibody Blood tests ICMR has written to them to stop using Guangzhou Wondfo Biotech and Zhuhai Livzon Diagnostics kits COVID19,"[{'score': 0.571567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Post #Covid19 world will require reviving the economy Key to this revival will be our support to each other. Interest will be major road block here. Prohibition of Interest - a Quranic Teaching is a powerful solution #QuranforAll – at Mumbra Town,2020-04-27 09:58:09+00:00,3,3,#Covid19 #QuranforAll,Mumbai,Post Covid19 world will require reviving the economy Key to this revival will be our support to each other Interest will be major road block here Prohibition of Interest a Quranic Teaching is a powerful solution QuranforAll at Mumbra Town,"[{'score': 0.639928, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.700747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Total number of positive #COVID19 cases (including 14 Italian Nationals) stands at 299 now, of which 205 have been discharged. Total 3 deaths reported till now: Health Department, Haryana ",2020-04-27 09:51:22+00:00,0,1,#COVID19,Mumbai,Total number of positive COVID19 cases including 14 Italian Nationals stands at 299 now of which 205 have been discharged Total 3 deaths reported till now Health Department Haryana,"[{'score': 0.73959, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
"@mybmc @mybmcWardE @MumbaiPolice Can you update me whether Prince Ali Khan Hospital at Mazgaon, Mumbai-400010 is sealed due to #Corona ±ve cases? #COVID19",2020-04-27 09:47:50+00:00,0,5,#Corona #COVID19,Mumbai,Can you update me whether Prince Ali Khan Hospital at Mazgaon Mumbai 400010 is sealed due to Corona ve cases COVID19,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Never spread #Names #identity #location #cast #community of people recovering from #Covid19. All affected Patients are among us and continue to be. Enclosed copy FYI ,2020-04-27 09:40:04+00:00,9,37,#Names #identity #location #cast #community #Covid19,Mumbai,Never spread Names identity location cast community of people recovering from Covid19 All affected Patients are among us and continue to be Enclosed copy FYI,"[{'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
#COVID19 Pandemic has made us realize that we can't tamper with nature anymore. We certainly don't need a war. Ever ,2020-04-27 09:02:38+00:00,0,0,#COVID19,Mumbai,COVID19 Pandemic has made us realize that we can t tamper with nature anymore We certainly don t need a war Ever,"[{'score': 0.640586, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.735644, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
Tea Time any time all time #greentea #englishtea #breakfasttea #hightea #divineteasindia #noritaketeacup #ekaaniofficial #kinerhscollection #kinerhscollectioncares #noritake #covid19 #stayhome #staysafe #n @Ekaani https://www.instagram.com/p/B_enDLFA76b/?igshid=wfygrc08ypts,2020-04-27 08:52:34+00:00,0,0,#greentea #englishtea #breakfasttea #hightea #divineteasindia #noritaketeacup #ekaaniofficial #kinerhscollection #kinerhscollectioncares #noritake #covid19 #stayhome #stayhome #staysafe #n,Mumbai,Tea Time any time all time greentea englishtea breakfasttea hightea divineteasindia noritaketeacup ekaaniofficial kinerhscollection kinerhscollectioncares noritake covid19 stayhome staysafe n,[],,,,,,,
"As #DomesticViolence cases rise in India amid #COVID19 lockdown, we urge the govt @MinistryWCD @smritiirani to use #NirbhayaFunds to support survivors #BehindClosedDoors - Sign the Petition! http://chng.it/ZGR9qPmD via @ChangeOrg_India",2020-04-27 08:34:18+00:00,0,0,#DomesticViolence #COVID19 #NirbhayaFunds #BehindClosedDoors,Mumbai,As DomesticViolence cases rise in India amid COVID19 lockdown we urge the govt to use NirbhayaFunds to support survivors BehindClosedDoors Sign the Petition via India,[],,,,,,,
"This. There is no cure for #Covid19 hence we have to prevent catching it by staying home, social distancing if out, and comply with lockdown. So simple, why is it seen as oppression?? ",2020-04-27 08:30:46+00:00,0,1,#Covid19,Mumbai,This There is no cure for Covid19 hence we have to prevent catching it by staying home social distancing if out and comply with lockdown So simple why is it seen as oppression,"[{'score': 0.718921, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#PSMenAroundTheWorld #PSILoveYou #StayAtHome #PSFamily #StayHome #StaySafe #Covid19 #PSMen @kushalparmanand says: ""The world we grew up in has changed overnight, along with the human race. As countless, selfless… https://www.instagram.com/p/B_ekY37pfLI/?igshid=22p12row72ca",2020-04-27 08:29:20+00:00,0,1,#PSMenAroundTheWorld #PSILoveYou #StayAtHome #StayAtHome #PSFamily #StayHome #StayHome #StaySafe #Covid19 #PSMen,Mumbai,PSMenAroundTheWorld PSILoveYou StayAtHome PSFamily StayHome StaySafe Covid19 PSMen says The world we grew up in has changed overnight along with the human race As countless selfless,"[{'score': 0.545071, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Tested negative for #covid19 post hospital duties, such a sigh of relief ",2020-04-27 08:15:07+00:00,0,4,#covid19,Mumbai,Tested negative for covid19 post hospital duties such a sigh of relief,"[{'score': 0.501101, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,1.0
"#Update: #VarunDhawan contributes to daily wage workers of the entertainment industry [#FWICE]... #AshokePandit took to #Twitter to thank #Varun for his contribution yesterday, on his birthday. #COVID19Pandemic #CoronaVirus #Covid_19 #COVID19 #IndiaFightsCoronavirus",2020-04-27 06:47:13+00:00,0,1,#Update #VarunDhawan #FWICE #AshokePandit #Twitter #Varun #COVID19Pandemic #CoronaVirus #Covid_19 #COVID19 #IndiaFightsCoronavirus,Mumbai,Update VarunDhawan contributes to daily wage workers of the entertainment industry FWICE AshokePandit took to Twitter to thank Varun for his contribution yesterday on his birthday COVID19Pandemic CoronaVirus Covid 19 COVID19 IndiaFightsCoronavirus,"[{'score': 0.684912, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Starts Unknown, Finish Unforgettable #wisdom #stayhomestaycalm #covid19 #dontgiveup #qoutes #Life #strength #admiralwilliam @Mumbai, Maharashtra https://www.instagram.com/p/B_eWxLInFjs/?igshid=nb7p29wysy57",2020-04-27 06:30:18+00:00,1,2,#wisdom #stayhomestaycalm #covid19 #dontgiveup #qoutes #Life #strength #admiralwilliam,Mumbai,Starts Unknown Finish Unforgettable wisdom stayhomestaycalm covid19 dontgiveup qoutes Life strength admiralwilliam Maharashtra,"[{'score': 0.758291, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
"Catch our #CEO, @sharad_sanghi, in a live #webinar with @Frost_Sullivan, as he shares his thoughts &amp; provide guidance on what Indian #ICT companies should do against the backdrop of some of the best practices that NTT-Netmagic did differently to address this #Covid19 crisis. 1/2 ",2020-04-27 06:10:56+00:00,0,1,#CEO #webinar #ICT #Covid19,Mumbai,Catch our CEO sanghi in a live webinar with Sullivan as he shares his thoughts amp provide guidance on what Indian ICT companies should do against the backdrop of some of the best practices that NTT Netmagic did differently to address this Covid19 crisis 1 2,[],,,,,,,
Our video just released. Heroes of Indian Railways: Frontline workers of Railways are diligently helping in fight against COVID-19 Piyush Goyal's office Piyush Goyal: https://lnkd.in/gFFXhD3 #covid19 #fightagainstcovid,2020-04-27 05:40:18+00:00,0,1,#covid19 #fightagainstcovid,Mumbai,Our video just released Heroes of Indian Railways Frontline workers of Railways are diligently helping in fight against COVID 19 Piyush Goyal s office Piyush Goyal covid19 fightagainstcovid,[],,,,,,,
#Food diversification must be our key strategy to deal with the challenge of food security in the aftermath of Covid 19 outbreak.only 5 cereal crops provide 60% energy intake of the world population. #Agriculture #Biodiversity #Covid19 #India,2020-04-27 05:15:23+00:00,0,2,#Food #Agriculture #Biodiversity #Covid19 #India,Mumbai,Food diversification must be our key strategy to deal with the challenge of food security in the aftermath of Covid 19 outbreak only 5 cereal crops provide 60 energy intake of the world population Agriculture Biodiversity Covid19 India,[],,,,,,,
Becoming ready fight for #COVID19,2020-04-27 04:44:34+00:00,0,1,#COVID19,Mumbai,Becoming ready fight for COVID19,[],,,,,,,
6 more suspects in #Yavatmal tested +ve for #Covid19 early morning. This takes total number of cases in #Yavatmal to 71. Ten of them have recovered &amp; discharged. #Vidarbha is @258 now with 60 recovered &amp; 10 deaths.,2020-04-27 04:42:28+00:00,0,0,#Yavatmal #Covid19 #Yavatmal #Vidarbha,Mumbai,6 more suspects in Yavatmal tested ve for Covid19 early morning This takes total number of cases in Yavatmal to 71 Ten of them have recovered amp discharged Vidarbha is now with 60 recovered amp 10 deaths,"[{'score': 0.501749, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
"@PMOIndia @narendramodi @narendramodi_in Post #Covid19 consumers will be alert abt the quality of the product being consumed with health&amp;genuineness being top priority.Govt,Brands&amp;Industries must b the united force against these counterfeiters who are in it to make a quick buck",2020-04-27 04:30:17+00:00,1,3,#Covid19,Mumbai,in Post Covid19 consumers will be alert abt the quality of the product being consumed with health amp genuineness being top priority Govt Brands amp Industries must b the united force against these counterfeiters who are in it to make a quick buck,[],,,,,,,
Blood samples of 4 #COVID19 survivors has tested positive for antibodies. Their plasma will now be used to treat other patients. BMC appeals other also who've recovered to come forward&amp;help others recover by opting for Plasma Donation: Brihanmumbai Municipal Corporation.#Mumbai,2020-04-27 04:11:10+00:00,0,0,#COVID19 #Mumbai,Mumbai,Blood samples of 4 COVID19 survivors has tested positive for antibodies Their plasma will now be used to treat other patients BMC appeals other also who ve recovered to come forward amp help others recover by opting for Plasma Donation Brihanmumbai Municipal Corporation Mumbai,"[{'score': 0.623436, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#COVID19 update from #Maharashtra 440 new cases, 19 deaths on Sunday 8,068 cases, 342 deaths in state so far Number of people who have recovered: 1,188",2020-04-27 03:59:40+00:00,0,0,#COVID19 #Maharashtra,Mumbai,COVID19 update from Maharashtra 440 new cases 19 deaths on Sunday 8 068 cases 342 deaths in state so far Number of people who have recovered 1 188,"[{'score': 0.702366, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.574477, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
"#IndiaFightsCorona #CISF personnel of UCIL Jaduguda distributed cooked food among 700 needy people of Gayatri nagar, Gol pahari &amp; Dumidih villages in East Singhbum, #Jharkhand. People were advised to practice yoga &amp; adopt preventive measures to combat #COVID19. #StayAtHome",2020-04-27 03:48:03+00:00,0,1,#IndiaFightsCorona #CISF #Jharkhand #COVID19 #StayAtHome #StayAtHome,Mumbai,IndiaFightsCorona CISF personnel of UCIL Jaduguda distributed cooked food among 700 needy people of Gayatri nagar Gol pahari amp Dumidih villages in East Singhbum Jharkhand People were advised to practice yoga amp adopt preventive measures to combat COVID19 StayAtHome,"[{'score': 0.644625, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#IndiaFightsCorona #CISF fire wing personnel of KGPP Kawas carried out sanitization drive to contain the spread of #COVID19 in Prannath society &amp; Ved road area @#Surat, #Gujarat. #CoronaWarriors #StayAtHomeSaveLives",2020-04-27 03:46:25+00:00,0,0,#IndiaFightsCorona #CISF #COVID19 #Surat #Gujarat #CoronaWarriors #StayAtHomeSaveLives #StayAtHomeSaveLives,Mumbai,IndiaFightsCorona CISF fire wing personnel of KGPP Kawas carried out sanitization drive to contain the spread of COVID19 in Prannath society amp Ved road area Surat Gujarat CoronaWarriors StayAtHomeSaveLives,[],,,,,,,
