Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,confident,anger,sadness,tentative,fear
Coronavirus disease 2019 or COVID-19 is an infectious disease caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). Stay safe. Stay healthy. #covid19 #coronavirus #fightagainstcoronavirus #stayathome #staysafe #stayhealthy #stayupdated #ruseducation,2020-04-13 07:20:12+00:00,2,12,#covid19 #coronavirus #fightagainstcoronavirus #stayathome #stayathome #staysafe #stayhealthy #stayupdated #ruseducation,Delhi,Coronavirus disease 2019 or COVID 19 is an infectious disease caused by Severe Acute Respiratory Syndrome Coronavirus 2 SARS CoV 2 Stay safe Stay healthy covid19 coronavirus fightagainstcoronavirus stayathome staysafe stayhealthy stayupdated ruseducation,[],,,,,,,
"African footballers in India need help. Respective embassies, high commissions, pl help By @MarcusMergulhao Unlike others, no help for African footballers stuck in India http://toi.in/BmQIZb0/a24gj @timesofindia @TOISportsNews @toisports #IndianFootball @ILeagueOfficial #COVID19",2020-04-13 07:19:05+00:00,12,34,#IndianFootball #COVID19,Delhi,African footballers in India need help Respective embassies high commissions pl help By Unlike others no help for African footballers stuck in India IndianFootball COVID19,[],,,,,,,
Chief Election Commissioner Sunil Arora and Election Commissioners Ashok Lavasa and Sushil Chandra to voluntarily take 30% cut in basic salary for one year to contribute funds for fighting #COVID19 . #Corona #coronavirusinindia,2020-04-13 07:15:59+00:00,0,1,#COVID19 #Corona #coronavirusinindia,Delhi,Chief Election Commissioner Sunil Arora and Election Commissioners Ashok Lavasa and Sushil Chandra to voluntarily take 30 cut in basic salary for one year to contribute funds for fighting COVID19 Corona coronavirusinindia,[],,,,,,,
Longing for you... @BlueTokaiCoffee #bluetokaicoffee #coffeelove #delhi #lockdowninIndia #covid19 #coronavirus,2020-04-13 06:08:33+00:00,1,5,#bluetokaicoffee #coffeelove #delhi #lockdowninIndia #covid19 #coronavirus,Delhi,Longing for you bluetokaicoffee coffeelove delhi lockdowninIndia covid19 coronavirus,[],,,,,,,
Fact of d matter is that everyday new striking revelations are made. 1.)Virus presence 4m 1 meter in March to 4 meters in April 2.)From 4 hours in air to 12 hours 3.)Virus is mutating every passing day 4m earlier belief of in months No single research is 100% accurate #Covid19,2020-04-13 05:46:52+00:00,0,0,#Covid19,Delhi,Fact of d matter is that everyday new striking revelations are made 1 Virus presence 4m 1 meter in March to 4 meters in April 2 From 4 hours in air to 12 hours 3 Virus is mutating every passing day 4m earlier belief of in months No single research is 100 accurate Covid19,"[{'score': 0.720098, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.611648, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.717802, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,1.0,,,,
I can survive #Covid_19 #StayAtHomeChallenge #ChineseWuhanVirus #ChinaCoronaVirus #COVID19 #21daylockdown #21daysLockdown #Cooking #cheflife #ChefsAtHome #chefinmaking #cookingtosurvive #survival #homechefmeals #homechef #homechefs,2020-04-13 05:41:58+00:00,0,6,#Covid_19 #StayAtHomeChallenge #ChineseWuhanVirus #ChinaCoronaVirus #COVID19 #21daylockdown #21daysLockdown #Cooking #cheflife #ChefsAtHome #chefinmaking #cookingtosurvive #survival #homechefmeals #homechef #homechefs,Delhi,I can survive Covid 19 StayAtHomeChallenge ChineseWuhanVirus ChinaCoronaVirus COVID19 21daylockdown 21daysLockdown Cooking cheflife ChefsAtHome chefinmaking cookingtosurvive survival homechefmeals homechef homechefs,"[{'score': 0.592986, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
We all are trying to do a LOT during this time and most of us end up beating ourselves down. Just know that you are still adapting. #covid19 #coronavirus #selffirst #selffirstindia #pehlemain #healthyhappy #emotionsmatter #mentalhealth #mindfulness #selflove #selfcare,2020-04-13 05:07:31+00:00,2,4,#covid19 #coronavirus #selffirst #selffirstindia #pehlemain #healthyhappy #emotionsmatter #mentalhealth #mindfulness #selflove #selfcare,Delhi,We all are trying to do a LOT during this time and most of us end up beating ourselves down Just know that you are still adapting covid19 coronavirus selffirst selffirstindia pehlemain healthyhappy emotionsmatter mentalhealth mindfulness selflove selfcare,"[{'score': 0.697715, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"@WIONews looks like you have a big error, mixup on your site in terms of number of people who have succumbed to #Covid19 globally. @WHO @MoHFW_INDIA @palkisu",2020-04-13 04:56:38+00:00,0,0,#Covid19,Delhi,looks like you have a big error mixup on your site in terms of number of people who have succumbed to Covid19 globally INDIA,"[{'score': 0.664731, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.830561, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
Do send in your innovative ideas and proposals that can assist in India’s fight against #COVID19 at http://piindia.org @PIIndiaOrg. Together we will overcome ! #AsiaNetNews. @ghanshyamtiwari @RajatSethi86 @rajeevgowda @KartiPC @priyankac19 @SriKrishnaLavu @MahuaMoitra,2020-04-13 04:45:45+00:00,3,5,#COVID19 #AsiaNetNews,Delhi,Do send in your innovative ideas and proposals that can assist in India s fight against COVID19 at Together we will overcome AsiaNetNews,"[{'score': 0.775952, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"Read this VERY carefullt & let's be thankful, we atleast have the technology to keep ourselves busy... #covid19 #coronavirus #mondaythoughts #MondayMotivaton",2020-04-13 04:12:57+00:00,1,13,#covid19 #coronavirus #mondaythoughts #MondayMotivaton,Delhi,Read this VERY carefullt let s be thankful we atleast have the technology to keep ourselves busy covid19 coronavirus mondaythoughts MondayMotivaton,"[{'score': 0.84554, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"India , New Cases: #covid19 #coronavirus 10/4/20 it was 875 11/4/20 it was 846 12/4/20 it was 759 If this decreasing trend continues, it will be a very rewarding and relieving Enjoy festival festivities… https://www.instagram.com/p/B-6DSIjBJxV/?igshid=1mny55kgogxno",2020-04-13 04:07:23+00:00,0,0,#covid19 #coronavirus,Delhi,India New Cases covid19 coronavirus 10 4 20 it was 875 11 4 20 it was 846 12 4 20 it was 759 If this decreasing trend continues it will be a very rewarding and relieving Enjoy festival festivities,"[{'score': 0.740726, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Monday Yellows... #monday #MondayMotivaton #indiafightscorona #lockdowninIndia #covid19 #coronavirus,2020-04-13 04:02:21+00:00,0,3,#monday #MondayMotivaton #indiafightscorona #lockdowninIndia #covid19 #coronavirus,Delhi,Monday Yellows monday MondayMotivaton indiafightscorona lockdowninIndia covid19 coronavirus,[],,,,,,,
 We must and will prevail against #COVID19 ,2020-04-13 04:00:43+00:00,0,5,#COVID19,Delhi,We must and will prevail against COVID19,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"Ministry of health figures...this morning...over 300 deaths...active cases 13shy of 8000...inching closer to 10,000/- active cases of #covıd19 @Delhi, India https://www.instagram.com/p/B-59GcwBRbL/?igshid=12iyqez6q0t3t",2020-04-13 03:13:21+00:00,0,0,#cov,Delhi,Ministry of health figures this morning over 300 deaths active cases 13shy of 8000 inching closer to 10 000 active cases of cov d19 India,"[{'score': 0.614234, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#Lockdownextention is a decision taken by many states and they have informed citizen well in advance. There is less of a panic. Can’t say the same about initial #COVID19 #Lockdown. Sudden surprise element has hurt poor the most just like sudden #DeMonetisation announcement.,2020-04-13 03:08:41+00:00,1,4,#Lockdownextention #COVID19 #Lockdown #DeMonetisation,Delhi,Lockdownextention is a decision taken by many states and they have informed citizen well in advance There is less of a panic Can t say the same about initial COVID19 Lockdown Sudden surprise element has hurt poor the most just like sudden DeMonetisation announcement,"[{'score': 0.804339, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.565693, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,1.0
"Guys, it seems #COVID19 is a @kunalkamra88 ally. When you decided he couldn't fly for 3 months, the #Lockdown ensured nobody could fly during that time either. Suggest you never ban him again, for all our sakes! @IndiGo6E @airvistara @airindiain @goairlinesindia @flyspicejet",2020-04-13 00:14:09+00:00,0,0,#COVID19 #Lockdown,Delhi,Guys it seems COVID19 is a ally When you decided he couldn t fly for 3 months the Lockdown ensured nobody could fly during that time either Suggest you never ban him again for all our sakes,[],,,,,,,
"Don’t believe everything you hear. There are always three sides to a story: yours, theirs and the truth!!! #Corona #Covid19 #covid_19 #fightCorona #CoronavirusFight #cor #corgi #coronamemes @जय परशुराम बोलना पड़ेगा https://www.instagram.com/p/B-5i3qGAiv5/?igshid=tvx8f8haub33",2020-04-12 23:24:09+00:00,0,0,#Corona #Covid19 #covid_19 #fightCorona #CoronavirusFight #cor #corgi #coronamemes,Delhi,Don t believe everything you hear There are always three sides to a story yours theirs and the truth Corona Covid19 covid 19 fightCorona CoronavirusFight cor corgi coronamemes,"[{'score': 0.580622, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Coronavirus (COVID-19) map by Google #COVID2019 #COVID__19 #COVID #covidindia #COVIDUSA #COVID19 #COVID19Updates #google,2020-04-12 20:29:31+00:00,0,2,#COVID2019 #COVID__19 #COVID #covidindia #COVIDUSA #COVID19 #COVID19Updates #google,Delhi,Coronavirus COVID 19 map by Google COVID2019 COVID 19 COVID covidindia COVIDUSA COVID19 COVID19Updates google,[],,,,,,,
"Thankyou @Divsbabs for Sponsoring Food Items (Atta, Rice, Dal, Sugar &amp; Biscuits) for 15 Needy Poor Families (Total 90 Family Members) &amp; helping Society Location: Sec 23, Rohini, Delhi, India Jai Hind @SR_SandeepRana #Corona #COVID #COVID19 #UmeedKiKiran #SandeepRana #UKK – at Sector 23, Rohini",2020-04-12 20:14:18+00:00,1,3,#Corona #COVID #COVID19 #UmeedKiKiran #SandeepRana #UKK,Delhi,Thankyou for Sponsoring Food Items Atta Rice Dal Sugar amp Biscuits for 15 Needy Poor Families Total 90 Family Members amp helping Society Location Sec 23 Rohini Delhi India Jai Hind SandeepRana Corona COVID COVID19 UmeedKiKiran SandeepRana UKK at Sector 23 Rohini,"[{'score': 0.623213, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Thankyou @Divsbabs for Sponsoring Food Items (Atta, Rice, Dal, Sugar &amp; Biscuits) for 10 Needy Poor Families (Total 60 Family Members) &amp; helping Society Location : Sec 24, Rohini, Delhi, India Jai Hind @SR_SandeepRana #Corona #COVID #COVID19 #UmeedKiKiran #SandeepRana #UKK – at Sector 24",2020-04-12 20:10:02+00:00,3,6,#Corona #COVID #COVID19 #UmeedKiKiran #SandeepRana #UKK,Delhi,Thankyou for Sponsoring Food Items Atta Rice Dal Sugar amp Biscuits for 10 Needy Poor Families Total 60 Family Members amp helping Society Location Sec 24 Rohini Delhi India Jai Hind SandeepRana Corona COVID COVID19 UmeedKiKiran SandeepRana UKK at Sector 24,"[{'score': 0.619019, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Shocking news coming that #BMC shifts 65 #Cancer patients incldng women frm BHR,Chattisgarh,UP below a flyover wid no toilet facility frm Mumbai's #KEM #TATA hospitals &amp; no food for last 36hrs in view of alarming rise in #COVID19 cases in city. Are they left to die &amp; paying 1/2 ",2020-04-12 19:32:15+00:00,14,16,#BMC #Cancer #KEM #TATA #COVID19,Delhi,Shocking news coming that BMC shifts 65 Cancer patients incldng women frm BHR Chattisgarh UP below a flyover wid no toilet facility frm Mumbai s KEM TATA hospitals amp no food for last 36hrs in view of alarming rise in COVID19 cases in city Are they left to die amp paying 1 2,"[{'score': 0.772592, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"I've moist eyes now. Thanks, @ayushmannk for putting all this so God damn beautifully. #covid19 #coronavirus",2020-04-12 19:08:41+00:00,0,4,#covid19 #coronavirus,Delhi,I ve moist eyes now Thanks for putting all this so God damn beautifully covid19 coronavirus,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"All liquor shops, wholesale warehouses, bottling plants, distilleries and breweries across Assam will open from Monday for 7 hours daily: Excise dept order. #COVID19 #Lockdown",2020-04-12 19:06:12+00:00,9,39,#COVID19 #Lockdown,Delhi,All liquor shops wholesale warehouses bottling plants distilleries and breweries across Assam will open from Monday for 7 hours daily Excise dept order COVID19 Lockdown,"[{'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"1 Malaysia photo! In this pictures is Ms. Yong, Mr. Ibrahim (me) and Ms. Kavinah.. we getting prepared for the 4th April rescue flights from New Delhi to Kuala Lumpur.. glad all of them safely arrived #Malaysia and quarantine in #kualalumpur #COVID19 #StaySafe – at High Commission of Malaysia",2020-04-12 18:02:48+00:00,1,1,#Malaysia #kualalumpur #COVID19 #StaySafe,Delhi,1 Malaysia photo In this pictures is Ms Yong Mr Ibrahim me and Ms Kavinah we getting prepared for the 4th April rescue flights from New Delhi to Kuala Lumpur glad all of them safely arrived Malaysia and quarantine in kualalumpur COVID19 StaySafe at High Commission of Malaysia,"[{'score': 0.681832, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
There need to be another surgical strike to shut up Pakistan during this hour if crisis. We cannot let Pakistan play it's game to divert the world attention from its incompetency to handle #COVID19 @rammadhavbjp @AmitShah @rajnathsingh,2020-04-12 17:43:26+00:00,0,0,#COVID19,Delhi,There need to be another surgical strike to shut up Pakistan during this hour if crisis We cannot let Pakistan play it s game to divert the world attention from its incompetency to handle COVID19,"[{'score': 0.52686, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"See the China cases details in comparison to others,recovery rate is nearly 90%. Other side world will take strong step on it. US,Japan has started. A great step by Japan. #ChinaVirus #COVID19 ",2020-04-12 17:34:19+00:00,0,0,#ChinaVirus #COVID19,Delhi,See the China cases details in comparison to others recovery rate is nearly 90 Other side world will take strong step on it US Japan has started A great step by Japan ChinaVirus COVID19,"[{'score': 0.737971, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.511454, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
@CMODelhi @msisodia Sir plz help me our company in gurugram refuses to give salary and mark an AB on our Attendance during lockdown period regarding #COVID19 sir you are the hope for all the Delhi ppl Employees of Teleperfomance Gurugram Sector 19,2020-04-12 17:09:13+00:00,0,0,#COVID19,Delhi,Sir plz help me our company in gurugram refuses to give salary and mark an AB on our Attendance during lockdown period regarding COVID19 sir you are the hope for all the Delhi ppl Employees of Teleperfomance Gurugram Sector 19,[],,,,,,,
Such ppl are dangerous but idiots at the best. They believe in something foolish and get in trouble. Main problem is ppl like maulana saad who preach one thing and live differently themselves. That's criminal & maniuplative. What they did is terrorism. #TablighiJamaat #COVID19 ,2020-04-12 17:02:17+00:00,0,0,#TablighiJamaat #COVID19,Delhi,Such ppl are dangerous but idiots at the best They believe in something foolish and get in trouble Main problem is ppl like maulana saad who preach one thing and live differently themselves That s criminal maniuplative What they did is terrorism TablighiJamaat COVID19,[],,,,,,,
"Leaders are not just who speak, they work too! Meet Mr #Lokesh_Yadav, Executive Member of AIIMS NURSES UNION is posted for COVID19 duty at National Cancer Institute, AIIMS Jhajjar. #Covid19 #CoronaWarriors #CoronaPandemic #Frontline_Warriors #AiimsDelhi #NCI_Jhajjar ",2020-04-12 16:08:58+00:00,1,14,#Lokesh_Yadav #Covid19 #CoronaWarriors #CoronaPandemic #Frontline_Warriors #AiimsDelhi #NCI_Jhajjar,Delhi,Leaders are not just who speak they work too Meet Mr Lokesh Yadav Executive Member of AIIMS NURSES UNION is posted for COVID19 duty at National Cancer Institute AIIMS Jhajjar Covid19 CoronaWarriors CoronaPandemic Frontline Warriors AiimsDelhi NCI Jhajjar,[],,,,,,,
