Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,analytical,sadness,tentative,fear,anger
"My father, Gopal Tawde, ran out of canvases sometime ago, and started using all the paper he can find to make daily #caricatures on all things #Covid19. Follow @OgTawde to get a witty take on all the topical #news that matters!",2020-05-22 14:23:34+00:00,0,0,#caricatures #Covid19 #news,Mumbai,My father Gopal Tawde ran out of canvases sometime ago and started using all the paper he can find to make daily caricatures on all things Covid19 Follow to get a witty take on all the topical news that matters,"[{'score': 0.575588, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Visited Mithaghar #Covid19 care centre #Mulund ,met #CovidWarriors appreciated their tireless efforts n understood their issues.Delivered 2nd lot of Snack&amp;Hygiene Kits,on admission every patient will be given a kit.",2020-05-22 14:10:24+00:00,57,237,#Covid19 #Mulund #CovidWarriors,Mumbai,Visited Mithaghar Covid19 care centre Mulund met CovidWarriors appreciated their tireless efforts n understood their issues Delivered 2nd lot of Snack amp Hygiene Kits on admission every patient will be given a kit,"[{'score': 0.523417, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Day 53 @bhamlafoundatio continues distribution in dharavi slums, extended lockdown and #Eid at the corner we are covering entire slums of mumbai for people suffering for crises of #Covid19 @Asifbhamlaa @MantralayaRoom @TOIMumbai @bhamlafoundatio @BPraak @SonuSood",2020-05-22 14:05:31+00:00,1,10,#Eid #Covid19,Mumbai,Day 53 continues distribution in dharavi slums extended lockdown and Eid at the corner we are covering entire slums of mumbai for people suffering for crises of Covid19,"[{'score': 0.828233, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Traffic jam , god knows why...?? #Lockdown #trafficjam #covid19 ",2020-05-22 13:51:30+00:00,2,3,#Lockdown #trafficjam #covid19,Mumbai,Traffic jam god knows why Lockdown trafficjam covid19,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Hi All, we have a medical emergency, friends dad needs to be admitted in hospital.He is not about to breathe. None of the hospital is taking him. Could you please help. It's Urgent @zeeshan_iyc @AUThackeray @CMOMaharashtra @Iamrahulkanal #Hospital #covid19 #Bandra #emergency",2020-05-22 12:24:42+00:00,24,12,#Hospital #covid19 #Bandra #emergency,Mumbai,Hi All we have a medical emergency friends dad needs to be admitted in hospital He is not about to breathe None of the hospital is taking him Could you please help It s Urgent iyc Hospital covid19 Bandra emergency,"[{'score': 0.619739, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"""Vande Mataram- Ek Salaam Yodhaon Ko"" - tribute to frontline corona warriors presented by @MmMusicindia @MantramugdhEnt Song link- https://www.youtube.com/watch?v=qckAs4OwfUE #vandemataram #mantramugdhmusic #coronavirus #CoronaAlert #lockdown #COVID19",2020-05-22 11:14:48+00:00,0,1,#vandemataram #mantramugdhmusic #coronavirus #CoronaAlert #lockdown #COVID19,Mumbai,Vande Mataram Ek Salaam Yodhaon Ko tribute to frontline corona warriors presented by Song link vandemataram mantramugdhmusic coronavirus CoronaAlert lockdown COVID19,"[{'score': 0.721602, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"These are unsettling times and #COVID19 is Clearing Impacting Our Personal and Professional Lives and those that we Love. We wanted to Wish You , Your Loves Ones, and Colleagues ‘ Safe Passage through this difficult Period. #TakeCare #StayHomeStayHealthy",2020-05-22 10:25:32+00:00,0,1,#COVID19 #TakeCare #StayHomeStayHealthy,Mumbai,These are unsettling times and COVID19 is Clearing Impacting Our Personal and Professional Lives and those that we Love We wanted to Wish You Your Loves Ones and Colleagues Safe Passage through this difficult Period TakeCare StayHomeStayHealthy,"[{'score': 0.6811, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Feel pity on those parents who are allowing their kids to get down in this Pandemic situation for such purpose. @narendramodi @PMOIndia @Dev_Fadnavis @ChDadaPatil @BJP4India @BJP4Maharashtra Are educational institutions shut down for serving these benefits? #COVID19 #Maharashtra,2020-05-22 09:58:14+00:00,0,0,#COVID19 #Maharashtra,Mumbai,Feel pity on those parents who are allowing their kids to get down in this Pandemic situation for such purpose Fadnavis Are educational institutions shut down for serving these benefits COVID19 Maharashtra,"[{'score': 0.514652, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.535726, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
"In current #Coronavirus #Covid19 situation BJP Maharashtra leaders becoming power greedy by doing dirty politics, instead of helping Government to win the #WarAgainstVirus. #महाराष्ट्रद्रोहीBJP #मी_महाराष्ट्रा_सोबत #Sharad #RahulGandhi #ISupportUddhavSaheb",2020-05-22 09:51:28+00:00,10,9,#Coronavirus #Covid19 #WarAgainstVirus #Sharad #RahulGandhi #ISupportUddhavSaheb,Mumbai,In current Coronavirus Covid19 situation BJP Maharashtra leaders becoming power greedy by doing dirty politics instead of helping Government to win the WarAgainstVirus BJP Sharad RahulGandhi ISupportUddhavSaheb,[],,,,,,,
"Political leaders after celebrities are testing positive for #COVID19 in #Mumbai, #Maharashtra. Is this reality or a game plan to project Mumbai as next #NewYork for this ill-cause? #JNU gang can do it!! @TimesNow @republic @mnsadhikrut #pmoindia",2020-05-22 09:32:26+00:00,1,1,#COVID19 #Mumbai #Maharashtra #NewYork #JNU #pmoindia,Mumbai,Political leaders after celebrities are testing positive for COVID19 in Mumbai Maharashtra Is this reality or a game plan to project Mumbai as next NewYork for this ill cause JNU gang can do it pmoindia,"[{'score': 0.556129, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"With #COVID19 disrupting #supplychains worldwide, farmers are being empowered to sell their produce directly to consumers. This trend may continue even after the situation changes as the farm-to-home model gains critical mass. https://bit.ly/2LGm80J @wef #FoodIndustry",2020-05-22 09:07:15+00:00,2,13,#COVID19 #supplychains #FoodIndustry,Mumbai,With COVID19 disrupting supplychains worldwide farmers are being empowered to sell their produce directly to consumers This trend may continue even after the situation changes as the farm to home model gains critical mass FoodIndustry,"[{'score': 0.595456, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Noodles or rice? What’s your pick? #foodiesofindia #mumbai #desichinese #cooking #covid19 #lockdown @Mumbai, Maharashtra https://www.instagram.com/p/CAfAa6iJeT_/?igshid=o3dkfgr06d6c",2020-05-22 09:05:39+00:00,0,0,#foodiesofindia #mumbai #desichinese #cooking #covid19 #lockdown,Mumbai,Noodles or rice What s your pick foodiesofindia mumbai desichinese cooking covid19 lockdown Maharashtra,"[{'score': 0.567685, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,1.0,,
My neighbour rested positive for coronavirus. Shall I be worried? #coronavirus #COVID19India #covid19 #covid19positive #fridaymorning #coronapositive,2020-05-22 08:58:52+00:00,0,0,#coronavirus #COVID19India #covid19 #covid19positive #fridaymorning #coronapositive,Mumbai,My neighbour rested positive for coronavirus Shall I be worried coronavirus COVID19India covid19 covid19positive fridaymorning coronapositive,"[{'score': 0.535723, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Hope Plasma Therapy can get us increase the Recovery rate in #COVID19 patients ,2020-05-22 08:21:56+00:00,0,0,#COVID19,Mumbai,Hope Plasma Therapy can get us increase the Recovery rate in COVID19 patients,"[{'score': 0.581303, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,1.0,,
Credible research updates on #nutrition &amp; #COVID19 by @pennutrition. One stop station to read. https://www.pennutrition.com/TrendingTopics.aspx?mode=TAG&amp;tag=COVID-19,2020-05-22 08:20:59+00:00,1,4,#nutrition #COVID19,Mumbai,Credible research updates on nutrition amp COVID19 by One stop station to read,[],,,,,,,
The Bombay YMCA - Physical Educational Department in association with Personify brings you an Interactive Fitness Webinar facilitated by Tarveen Kaur on the 25th May 2020 at 11:00 am. Contact: +91 983308 7204 #fitness #webinar #health #pandemic #lockdown #covid19 ,2020-05-22 08:13:18+00:00,9,9,#fitness #webinar #health #pandemic #lockdown #covid19,Mumbai,The Bombay YMCA Physical Educational Department in association with Personify brings you an Interactive Fitness Webinar facilitated by Tarveen Kaur on the 25th May 2020 at 11 00 am Contact 91 983308 7204 fitness webinar health pandemic lockdown covid19,[],,,,,,,
"105 new #COVID19 positive cases have been reported in #Karnataka from 5 pm yesterday till 12 noon today; taking the total number of positive cases to 1710. There are 1080 active cases: Health Department, Karnataka",2020-05-22 07:36:29+00:00,0,0,#COVID19 #Karnataka,Mumbai,105 new COVID19 positive cases have been reported in Karnataka from 5 pm yesterday till 12 noon today taking the total number of positive cases to 1710 There are 1080 active cases Health Department Karnataka,"[{'score': 0.582169, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
Well now it seems BC should be considered as Before Corona. #Coronaindia #coronacurfew #SocialDistancing #coronavirus #COVID19,2020-05-22 07:36:04+00:00,0,0,#Coronaindia #coronacurfew #SocialDistancing #coronavirus #COVID19,Mumbai,Well now it seems BC should be considered as Before Corona Coronaindia coronacurfew SocialDistancing coronavirus COVID19,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Another rare visitor at CSMIA Mumbai! @flysaa @Airbus A340-600 (ZS-SND) arrived today from JNB via DEL as a repatriation flight. #FlySAA #Repatriation #Covid19 #AirbusA340 #A340600 #Avgeeks #Aviation #Planespotting #shotoniphone #MyMumbai #IndiaFightsCorona,2020-05-22 07:31:19+00:00,5,15,#FlySAA #Repatriation #Covid19 #AirbusA340 #A340600 #Avgeeks #Aviation #Planespotting #shotoniphone #MyMumbai #IndiaFightsCorona,Mumbai,Another rare visitor at CSMIA Mumbai A340 600 ZS SND arrived today from JNB via DEL as a repatriation flight FlySAA Repatriation Covid19 AirbusA340 A340600 Avgeeks Aviation Planespotting shotoniphone MyMumbai IndiaFightsCorona,[],,,,,,,
#BombayHighCourt rejects petition challenging burial of #COVID19 positive bodies at #Bandra Kabrastans. Petition rejected since there is no scientific data in #WHO or govt of India guidelines of such bodies spreading the disease through burial. #CoronavirusOutbreak,2020-05-22 07:18:31+00:00,0,0,#BombayHighCourt #COVID19 #Bandra #WHO #CoronavirusOutbreak,Mumbai,BombayHighCourt rejects petition challenging burial of COVID19 positive bodies at Bandra Kabrastans Petition rejected since there is no scientific data in WHO or govt of India guidelines of such bodies spreading the disease through burial CoronavirusOutbreak,"[{'score': 0.771168, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Throwback to the time when touching your own face was normal.. #stayhome #staysafe #covid19 @Mumbai, Maharashtra https://www.instagram.com/p/CAezrdHgfFL/?igshid=1n7ir90v7jhln",2020-05-22 07:14:18+00:00,0,0,#stayhome #stayhome #staysafe #covid19,Mumbai,Throwback to the time when touching your own face was normal stayhome staysafe covid19 Maharashtra,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#Delhi reports 660 new #COVID19 positive cases and 14 deaths in last 24 hours. Total positive cases stand at 12,319 and death toll is at 208. There are 6214 active cases. ",2020-05-22 07:12:59+00:00,0,0,#Delhi #COVID19,Mumbai,Delhi reports 660 new COVID19 positive cases and 14 deaths in last 24 hours Total positive cases stand at 12 319 and death toll is at 208 There are 6214 active cases,"[{'score': 0.505745, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.780589, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
16 new #COVID19 positive cases have been reported in #Chhattisgarh today. Total active cases stand at 89: State Health Department.,2020-05-22 07:03:35+00:00,0,0,#COVID19 #Chhattisgarh,Mumbai,16 new COVID19 positive cases have been reported in Chhattisgarh today Total active cases stand at 89 State Health Department,"[{'score': 0.648608, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.767592, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"30 new #COVID19 cases have been confirmed on Friday morning. Total cases stand at 487 with 3 deaths and 49 recoveries: Health Ministry, #Nepal",2020-05-22 07:02:31+00:00,0,0,#COVID19 #Nepal,Mumbai,30 new COVID19 cases have been confirmed on Friday morning Total cases stand at 487 with 3 deaths and 49 recoveries Health Ministry Nepal,"[{'score': 0.585907, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"By conducting 11,449 #COVID19 tests y'day, we reached our target of scaling up to 10,000 tests per day well before our target date, 31 May Kalaburagi that saw the first COVID-19 case in state conducted over 1000 tests yesterday: Dr K Sudhakar,#Karnataka Medical Education Minister",2020-05-22 07:02:00+00:00,0,1,#COVID19 #Karnataka,Mumbai,By conducting 11 449 COVID19 tests y day we reached our target of scaling up to 10 000 tests per day well before our target date 31 May Kalaburagi that saw the first COVID 19 case in state conducted over 1000 tests yesterday Dr K Sudhakar Karnataka Medical Education Minister,[],,,,,,,
"54 new #COVID19 cases &amp; 1 death reported in #Rajasthan today, as of 9 am. Total number of cases in the state is now at 6281, including 2587 active cases &amp; 152 deaths: State Health Department",2020-05-22 06:59:44+00:00,0,1,#COVID19 #Rajasthan,Mumbai,54 new COVID19 cases amp 1 death reported in Rajasthan today as of 9 am Total number of cases in the state is now at 6281 including 2587 active cases amp 152 deaths State Health Department,"[{'score': 0.5661, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
86 new #COVID19 positive cases have been reported in #Odisha today. Total positive cases in the state stand at 1189: Odisha Health Department,2020-05-22 06:59:31+00:00,0,0,#COVID19 #Odisha,Mumbai,86 new COVID19 positive cases have been reported in Odisha today Total positive cases in the state stand at 1189 Odisha Health Department,"[{'score': 0.83189, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.869498, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
