Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
"Curfew of the people, by the people, for the people to fight #COVID19. Let’s unite in the fight against Corona Virus. #IndiaFightsCorona",2020-03-21 18:04:43+00:00,0,3,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 Let s unite in the fight against Corona Virus IndiaFightsCorona,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 17:27:17+00:00,0,1,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Old picture, New caption: The time is strolling, The birds are chanting, The humans are whispering, Because The mankind is dying. • vaibhav jain . #covid19 #model #actor #artist #designer #nautanki #quarantine… https://www.instagram.com/p/B-APr1gAPMx/?igshid=1fi2xee7yjxs0",2020-03-21 17:19:48+00:00,0,0,#covid19 #model #actor #artist #designer #nautanki #quarantine,Delhi,Old picture New caption The time is strolling The birds are chanting The humans are whispering Because The mankind is dying vaibhav jain covid19 model actor artist designer nautanki quarantine,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona – at KRBL LTD. (INDIA GATE)",2020-03-21 17:18:12+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona at KRBL LTD INDIA GATE,"[{'score': 0.569636, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
#covid_19 #covıd19 #wholesomememes #memesdaily #LALAjiPAWAN #harshbeniwal harshbeniwal carryminati singhravinaofficial @ashchanchlani heartandsoulwriting @viviandivine only_crazy_chats #18 #brain #clean #cleaneating… https://www.instagram.com/p/B-AOA9QBvjP/?igshid=1bvyeh84ffimf,2020-03-21 17:05:13+00:00,0,0,#covid_19 #cov #wholesomememes #memesdaily #LALAjiPAWAN #harshbeniwal #brain #clean #cleaneating,Delhi,covid 19 cov d19 wholesomememes memesdaily LALAjiPAWAN harshbeniwal harshbeniwal carryminati singhravinaofficial heartandsoulwriting only crazy chats 18 brain clean cleaneating,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 17:02:15+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Hate him as much as you want, but #ModiJi's call to clap for 5 min saw extreme enthusiasm among flat owners across India, revealing his never-ending popularity. Experiencing those thunderous claps makes you feel happy and proud at the same time #JanataCurfew #ModiImpact #COVID19 ",2020-03-21 16:47:27+00:00,0,0,#ModiJi #JanataCurfew #ModiImpact #COVID19,Delhi,Hate him as much as you want but ModiJi s call to clap for 5 min saw extreme enthusiasm among flat owners across India revealing his never ending popularity Experiencing those thunderous claps makes you feel happy and proud at the same time JanataCurfew ModiImpact COVID19,"[{'score': 0.841028, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"You have right to criticise the gift, but please have some healthy criticism. Clapping just a symbolic and every single individual needs to fight #covid19 at personal level. @amiteshranjan21",2020-03-21 16:39:03+00:00,0,0,#covid19,Delhi,You have right to criticise the gift but please have some healthy criticism Clapping just a symbolic and every single individual needs to fight covid19 at personal level,"[{'score': 0.780067, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 16:37:20+00:00,0,1,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 16:32:07+00:00,0,2,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 16:20:47+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 16:20:44+00:00,0,1,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi Ji’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona – at New Delhi | नई दिल्ली",2020-03-21 16:09:10+00:00,1,4,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM Ji s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona at New Delhi,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Back in 2015, I worked on a brand, which was at the center of a crisis - Maggi. Consumers expressed disbelief - ' How could Maggi cheat me?' . 5years later, it's heartening to see that Maggi is stocked out amidst #Covid19. Maggi is vindicted. @NestleIndia @rashigoel",2020-03-21 16:05:57+00:00,0,0,#Covid19,Delhi,Back in 2015 I worked on a brand which was at the center of a crisis Maggi Consumers expressed disbelief How could Maggi cheat me 5years later it s heartening to see that Maggi is stocked out amidst Covid19 Maggi is vindicted,"[{'score': 0.512146, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,1.0,
"Very proud of our Youth Volunteers! On the clarion call of PM @narendramodi ji, 34.17 lakhs (21,88,425 of NYKS &amp; 12,28,776 of NSS) covered rural, semi-urban &amp; urban clusters all over country in today’s drive across to combat #Covid19 &amp; support #JanataCurfew #IndiaFightsCorona",2020-03-21 16:04:08+00:00,82,561,#Covid19 #JanataCurfew #IndiaFightsCorona,Delhi,Very proud of our Youth Volunteers On the clarion call of PM ji 34 17 lakhs 21 88 425 of NYKS amp 12 28 776 of NSS covered rural semi urban amp urban clusters all over country in today s drive across to combat Covid19 amp support JanataCurfew IndiaFightsCorona,"[{'score': 0.722586, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.534439, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Relieved to see this sight after yesterday's hungama,sanitation drive in #Parliament. A vigilant media can play a vital role in fighting the deadly #Covid19 Am proud that we reported it first @IndiaToday @aajtak but there is no full stop to it for sure ....Long fight ahead .",2020-03-21 16:03:56+00:00,4,63,#Parliament #Covid19,Delhi,Relieved to see this sight after yesterday s hungama sanitation drive in Parliament A vigilant media can play a vital role in fighting the deadly Covid19 Am proud that we reported it first but there is no full stop to it for sure Long fight ahead,"[{'score': 0.640543, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
One mistake by an individual in critical times can lead to an unimaginable disaster #coronavirusindia #CoronaChainScare @KTRTRS #Covid19India #covid19 #JantaCurfewMarch22 #JantaCurfew,2020-03-21 15:56:45+00:00,0,2,#coronavirusindia #CoronaChainScare #Covid19India #covid19 #JantaCurfewMarch22 #JantaCurfew,Delhi,One mistake by an individual in critical times can lead to an unimaginable disaster coronavirusindia CoronaChainScare Covid19India covid19 JantaCurfewMarch22 JantaCurfew,"[{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
 . #TheFilmFreaker#quarantineandchill #quarantineindia #delhi #noida #gurgaon #faridabad #mumbai #delhigram #noidadiaries #greaternoida #noidablogger #noidacity #amitynoida #amity #coronavirusfear #COVID19… https://www.instagram.com/p/B-AFrV3Jz_6/?igshid=16ylv782fqmqg,2020-03-21 15:52:21+00:00,0,1,#quarantineindia #delhi #noida #gurgaon #faridabad #mumbai #delhigram #noidadiaries #greaternoida #noidablogger #noidacity #amitynoida #amity #coronavirusfear #COVID19,Delhi,TheFilmFreaker quarantineandchill quarantineindia delhi noida gurgaon faridabad mumbai delhigram noidadiaries greaternoida noidablogger noidacity amitynoida amity coronavirusfear COVID19,[],,,,,,,
"Even if you are fine , immigration has made Lots of provisions to ensure you get the virus , thank you #covid19 #indiaimmigration #mess #SocialDistanacing #csia #Delhiairport",2020-03-21 15:51:14+00:00,1,0,#covid19 #indiaimmigration #mess #SocialDistanacing #csia #Delhiairport,Delhi,Even if you are fine immigration has made Lots of provisions to ensure you get the virus thank you covid19 indiaimmigration mess SocialDistanacing csia Delhiairport,"[{'score': 0.568167, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Hold ur horses, the results though extremely promising are just preliminary. Its a non-RCT conducted on 36 patients. An RCT is reqd to confirm the findings & use it in clinical settings! #Hydroxychloroquine #COVID19 #CoronaVirusUpdate #Covid_19",2020-03-21 15:44:55+00:00,0,1,#Hydroxychloroquine #COVID19 #CoronaVirusUpdate #Covid_19,Delhi,Hold ur horses the results though extremely promising are just preliminary Its a non RCT conducted on 36 patients An RCT is reqd to confirm the findings use it in clinical settings Hydroxychloroquine COVID19 CoronaVirusUpdate Covid 19,[],,,,,,,
"Breaking: Good News for stranded pax at #amsterdamairport that “India allowed @KLM flight with Indian passengers to land in India tmrw. A KLM flight returned to Amsterdam earlier as any pax frm Europe, including Indian passport holders, were not allowed to land in India. #COVID19 ",2020-03-21 15:39:40+00:00,1,2,#amsterdamairport #COVID19,Delhi,Breaking Good News for stranded pax at amsterdamairport that India allowed flight with Indian passengers to land in India tmrw A KLM flight returned to Amsterdam earlier as any pax frm Europe including Indian passport holders were not allowed to land in India COVID19,"[{'score': 0.784367, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 15:39:07+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 15:25:40+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
It’s ON US. Each of us have a role to play to win the fight against #COVID19. #coronavirus #CombatCovid19,2020-03-21 15:24:53+00:00,0,1,#COVID19 #coronavirus #CombatCovid19,Delhi,It s ON US Each of us have a role to play to win the fight against COVID19 coronavirus CombatCovid19,[],,,,,,,
Thank you Sir Together as ONE country we will fight and beat Corona @nasscom @debjani_ghosh_ @GoI_MeitY @NICMeity #IndiaFightCorona #ISupportJantaCurfew #JantaCurfew #TheWorldIsHowWeShapeIt #COVID19 #Coronavirus #SocialDistancing #Quarantine #StaySafe #StayIndoors,2020-03-21 15:22:28+00:00,0,0,#IndiaFightCorona #ISupportJantaCurfew #JantaCurfew #TheWorldIsHowWeShapeIt #COVID19 #Coronavirus #SocialDistancing #Quarantine #StaySafe #StayIndoors,Delhi,Thank you Sir Together as ONE country we will fight and beat Corona ghosh MeitY IndiaFightCorona ISupportJantaCurfew JantaCurfew TheWorldIsHowWeShapeIt COVID19 Coronavirus SocialDistancing Quarantine StaySafe StayIndoors,"[{'score': 0.721016, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"@PMOIndia @narendramodi #IndiaFightsCorona #COVID19 Just practicing for tomorrow, be prepared we are ready are you? – at Supertech Eco Village - II",2020-03-21 15:21:37+00:00,0,0,#IndiaFightsCorona #COVID19,Delhi,IndiaFightsCorona COVID19 Just practicing for tomorrow be prepared we are ready are you at Supertech Eco Village II,"[{'score': 0.589659, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
"If there is no clue of how she got #COVID19, then it is near to LLG for everybody.",2020-03-21 15:15:39+00:00,0,1,#COVID19,Delhi,If there is no clue of how she got COVID19 then it is near to LLG for everybody,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
