Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,sadness,joy,fear,confident,analytical,tentative,anger
"People are not taking lockdown seriously. These are visuals of of B2 Block ambedkar market Raghubir Nagar West Delhi31/03/2020,8pmRequest you all to take serious actions so that community spread of corona virus pandamic can not take place @drharshvardhan @ArvindKejriwal #COVID19",2020-04-01 14:50:24+00:00,0,0,#COVID19,Delhi,People are not taking lockdown seriously These are visuals of of B2 Block ambedkar market Raghubir Nagar West Delhi31 03 2020 8pmRequest you all to take serious actions so that community spread of corona virus pandamic can not take place COVID19,"[{'score': 0.700747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,1.0,,
"#IIT-Delhi has postponed #JEE-Advanced, that was scheduled to be held on May 17. #JEE (Main) April examination has been postponed due to #COVID19 outbreak, thus JEE Advanced will be re-scheduled later @NBTDilli",2020-04-01 14:41:10+00:00,1,1,#IIT #JEE #JEE #COVID19,Delhi,IIT Delhi has postponed JEE Advanced that was scheduled to be held on May 17 JEE Main April examination has been postponed due to COVID19 outbreak thus JEE Advanced will be re scheduled later,"[{'score': 0.583315, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
#RIL is providing free fuel to all Emergency Service vehicles used to transport #COVID19 patients and quarantined people (as per the Covid-19 list provided by government agencies) to and from quarantine and isolation facilities. #CoronaHaaregaIndiaJeetega,2020-04-01 14:24:52+00:00,1,11,#RIL #COVID19 #CoronaHaaregaIndiaJeetega,Delhi,RIL is providing free fuel to all Emergency Service vehicles used to transport COVID19 patients and quarantined people as per the Covid 19 list provided by government agencies to and from quarantine and isolation facilities CoronaHaaregaIndiaJeetega,[],,,,,,,
"Amazing support for Kerala’s efforts against #COVID19 done by the open-source ‘Corona Safe Network’. “An army of hundred-odd coders, data analysts, software experts, doctors, para-medics, government officers and others are building a tech node.” ",2020-04-01 14:05:44+00:00,0,3,#COVID19,Delhi,Amazing support for Kerala s efforts against COVID19 done by the open source Corona Safe Network An army of hundred odd coders data analysts software experts doctors para medics government officers and others are building a tech node,"[{'score': 0.511484, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Incidents of stone pelting on police out on their duty to quarantine attendees of #TablighiJamaat and hence potential cases of #covid19 is being reported from all over India. This sort of anarchy is unacceptable and puts 130 crore lives, especially those of our parents in danger",2020-04-01 14:02:57+00:00,18,46,#TablighiJamaat #covid19,Delhi,Incidents of stone pelting on police out on their duty to quarantine attendees of TablighiJamaat and hence potential cases of covid19 is being reported from all over India This sort of anarchy is unacceptable and puts 130 crore lives especially those of our parents in danger,"[{'score': 0.543321, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"@DelhiPolice @MoHFW_INDIA @ArvindKejriwal @AamAadmiParty @BJP4India #COVID19 @WHO @dtptraffic @narendramodi Myself, Mohit Bararia, a student residing in Kamla Nagar, Delhi- 110007. I, through this video want to highlight the insanity of the people out there in the streets. – at Ved Dhaba",2020-04-01 13:38:52+00:00,0,1,#COVID19,Delhi,INDIA COVID19 Myself Mohit Bararia a student residing in Kamla Nagar Delhi 110007 I through this video want to highlight the insanity of the people out there in the streets at Ved Dhaba,[],,,,,,,
"criminal act against humanity.Visuals of Markaz Nizamuddin on March 26.For days the Markaz leadership didn’t abide by the instructions of Delhi Police,Administration or the Govt to vacate premises.Thanks to this criminal act,#COVID19 cases have shot up. ",2020-04-01 13:09:36+00:00,0,0,#COVID19,Delhi,criminal act against humanity Visuals of Markaz Nizamuddin on March 26 For days the Markaz leadership didn t abide by the instructions of Delhi Police Administration or the Govt to vacate premises Thanks to this criminal act COVID19 cases have shot up,"[{'score': 0.520224, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"""As a precautionary measure against #COVID19, I wash my hands regularly with soap &amp; water before &amp; after preparing food for my family. Afterall, it's not just about eating nutritious food, but it is also about eating healthy food."" #FightAgainstCorona #WednesdayWisdom",2020-04-01 12:42:45+00:00,3,20,#COVID19 #FightAgainstCorona #WednesdayWisdom,Delhi,As a precautionary measure against COVID19 I wash my hands regularly with soap amp water before amp after preparing food for my family Afterall it s not just about eating nutritious food but it is also about eating healthy food FightAgainstCorona WednesdayWisdom,[],,,,,,,
"Is it just me, or everyone is getting irritated by @ArvindKejriwal's advertisements coming on almost every news channel. How much money @AamAadmiParty is spending on these, which can be really helpful to people in needs during #COVID19 pandemic. #DelhiExodus #IndiaFightsCorona",2020-04-01 12:26:33+00:00,44,96,#COVID19 #DelhiExodus #IndiaFightsCorona,Delhi,Is it just me or everyone is getting irritated by s advertisements coming on almost every news channel How much money is spending on these which can be really helpful to people in needs during COVID19 pandemic DelhiExodus IndiaFightsCorona,"[{'score': 0.639092, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.511119, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,1.0
SAARC Commerce Ministry officials to meet soon on #Covid19,2020-04-01 12:20:02+00:00,0,0,#Covid19,Delhi,SAARC Commerce Ministry officials to meet soon on Covid19,[],,,,,,,
Get binge-worthy experience at home. #21DaysLockDown #StayHome #StaySafe #smarttv #ledtv #entertainment #covid19 #fightagainstcorona #awareness,2020-04-01 12:03:04+00:00,0,1,#21DaysLockDown #StayHome #StayHome #StaySafe #smarttv #ledtv #entertainment #covid19 #fightagainstcorona #awareness,Delhi,Get binge worthy experience at home 21DaysLockDown StayHome StaySafe smarttv ledtv entertainment covid19 fightagainstcorona awareness,[],,,,,,,
"120 #covid19 positive cases in Delhi . Total 766 people are admitted to the hospitals of Delhi due to Corona. Out of them 112 are positive,Delhi : CM Arvind Kejriwal #ArrestKejriwal #COVID #lockdownindia",2020-04-01 12:02:26+00:00,0,0,#covid19 #ArrestKejriwal #COVID #lockdownindia,Delhi,120 covid19 positive cases in Delhi Total 766 people are admitted to the hospitals of Delhi due to Corona Out of them 112 are positive Delhi CM Arvind Kejriwal ArrestKejriwal COVID lockdownindia,"[{'score': 0.631837, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.841576, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"Is it just me, or everyone is getting irritated by @ArvindKejriwal's advertisements coming on almost every news channel. How much money @AamAadmiParty is spending on these, which can be really helpful to people in needs during #COVID19 pandemic. #DelhiExodus #IndiaFightsCorona",2020-04-01 11:58:51+00:00,5,10,#COVID19 #DelhiExodus #IndiaFightsCorona,Delhi,Is it just me or everyone is getting irritated by s advertisements coming on almost every news channel How much money is spending on these which can be really helpful to people in needs during COVID19 pandemic DelhiExodus IndiaFightsCorona,"[{'score': 0.639092, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.511119, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,1.0
"Is it just me, or everyone is getting irritated by @ArvindKejriwal's advertisements coming on almost every news channel. How much money @AamAadmiParty is spending on these, which can be really helpful to people in needs during #COVID19 pandemic. #DelhiExodus #IndiaFightsCorona",2020-04-01 11:57:58+00:00,0,3,#COVID19 #DelhiExodus #IndiaFightsCorona,Delhi,Is it just me or everyone is getting irritated by s advertisements coming on almost every news channel How much money is spending on these which can be really helpful to people in needs during COVID19 pandemic DelhiExodus IndiaFightsCorona,"[{'score': 0.639092, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.511119, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,1.0
766 people with #COVID19 symptoms have been admitted to hospitals across #Delhi; situation now under control: CM #ArvindKejriwal http://www.sakaltimes.com #Sakal #SakalNews #SakalTimes #news #Corona #COVID #CoronavirusOutbreak #COVID2019 #DelhiFightsCorona @ArvindKejriwal,2020-04-01 11:42:18+00:00,0,1,#COVID19 #Delhi #ArvindKejriwal #Sakal #SakalNews #SakalTimes #news #Corona #COVID #CoronavirusOutbreak #COVID2019 #DelhiFightsCorona,Delhi,766 people with COVID19 symptoms have been admitted to hospitals across Delhi situation now under control CM ArvindKejriwal Sakal SakalNews SakalTimes news Corona COVID CoronavirusOutbreak COVID2019 DelhiFightsCorona,"[{'score': 0.676117, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
@HSBC due to #COVID19 i am facing lots of issues due to which i am unable to pay my personal loan amount this month please let me know if you can help me out this time and reqst you to not to charge any interest on same. Please humble request @FinMinIndia @RBI,2020-04-01 11:41:22+00:00,0,0,#COVID19,Delhi,due to COVID19 i am facing lots of issues due to which i am unable to pay my personal loan amount this month please let me know if you can help me out this time and reqst you to not to charge any interest on same Please humble request,"[{'score': 0.744307, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Success does not come to those who don’t make mistakes, but to those who learn from their mistakes. - Stay Home & Stay Safe - #HappyNewFinancialYear #startup #compliance #technology #coronavirus #covid19 #jantacurfew #socialdistancing #21daylockdown #chinesevirus #wuhanvirus",2020-04-01 11:30:59+00:00,1,2,#HappyNewFinancialYear #startup #compliance #technology #coronavirus #covid19 #jantacurfew #socialdistancing #21daylockdown #chinesevirus #wuhanvirus,Delhi,Success does not come to those who don t make mistakes but to those who learn from their mistakes Stay Home Stay Safe HappyNewFinancialYear startup compliance technology coronavirus covid19 jantacurfew socialdistancing 21daylockdown chinesevirus wuhanvirus,"[{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"India’s biggest single day jump in detected #COVID19 cases. 386 new cases of reported in last 24 hours, taking total to 1,637. Health ministry says the surge does not reflect national trend ( ie doubling cases in every 5 days) and it’s link with #NizamuddinMarkaj (153 cases)",2020-04-01 11:23:22+00:00,0,0,#COVID19 #NizamuddinMarkaj,Delhi,India s biggest single day jump in detected COVID19 cases 386 new cases of reported in last 24 hours taking total to 1 637 Health ministry says the surge does not reflect national trend ie doubling cases in every 5 days and it s link with NizamuddinMarkaj 153 cases,"[{'score': 0.53057, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
#COVID19 home caregivers should identify surfaces touched frequently by the person with suspected or confirmed #coronavirus and clean &amp; disinfect them daily,2020-04-01 11:19:05+00:00,0,0,#COVID19 #coronavirus,Delhi,COVID19 home caregivers should identify surfaces touched frequently by the person with suspected or confirmed coronavirus and clean amp disinfect them daily,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.886684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,1.0,
#COVID19 In #Nizamuddin: Who’s to Blame - Govt or #TablighiJamaat?,2020-04-01 11:18:50+00:00,0,0,#COVID19 #Nizamuddin #TablighiJamaat,Delhi,COVID19 In Nizamuddin Who s to Blame Govt or TablighiJamaat,"[{'score': 0.715298, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
Lunch at the Delhi gate shelter home under #dailymealsprogramme #COVID19 #Delhi #food #pandemic,2020-04-01 11:10:39+00:00,0,0,#dailymealsprogramme #COVID19 #Delhi #food #pandemic,Delhi,Lunch at the Delhi gate shelter home under dailymealsprogramme COVID19 Delhi food pandemic,[],,,,,,,
Lunch served at the Munirka shelter home #COVID19 #pandemic #food #dailywagers #Delhi,2020-04-01 11:08:57+00:00,0,0,#COVID19 #pandemic #food #dailywagers #Delhi,Delhi,Lunch served at the Munirka shelter home COVID19 pandemic food dailywagers Delhi,"[{'score': 0.541052, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"While #Covid_19 Relief takes place, we have not forgotten our #dailymealsprogramme .. Lunch served at our Old age home - Mann ka Tilak and Nizamuddin shelter home! #Delhi #COVID19 #pandemic #food",2020-04-01 11:00:13+00:00,0,1,#Covid_19 #dailymealsprogramme #Delhi #COVID19 #pandemic #food,Delhi,While Covid 19 Relief takes place we have not forgotten our dailymealsprogramme Lunch served at our Old age home Mann ka Tilak and Nizamuddin shelter home Delhi COVID19 pandemic food,"[{'score': 0.560871, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
GBN/Noida - 4 more cases detected on Wednesday take the district #COVID19 count to 45. All four are females aged between 18 and 80. 3 contracted the disease through known carriers. More details about 80 year old woman awaited.,2020-04-01 11:00:08+00:00,5,24,#COVID19,Delhi,GBN Noida 4 more cases detected on Wednesday take the district COVID19 count to 45 All four are females aged between 18 and 80 3 contracted the disease through known carriers More details about 80 year old woman awaited,[],,,,,,,
Outstanding work done by #MLiju and his DCC #Alappuzha colleagues in setting up community kitchens across the district for the #21DayLockdown affected during the #COVID19 crisis. @INCKerala Credits : @mathrubhuminews,2020-04-01 10:47:56+00:00,6,20,#MLiju #Alappuzha #21DayLockdown #COVID19,Delhi,Outstanding work done by MLiju and his DCC Alappuzha colleagues in setting up community kitchens across the district for the 21DayLockdown affected during the COVID19 crisis Credits,[],,,,,,,
"Till now, there are 1637 #COVID19 cases, incl 386 new positive cases since y'day. There've been 38 deaths. 132 people have recovered. The no. of positive cases have gone since yesterday. One of main reasons for it is the travel by members of #TablighiJamat : Ministry of Health",2020-04-01 10:43:11+00:00,1,6,#COVID19 #TablighiJamat,Delhi,Till now there are 1637 COVID19 cases incl 386 new positive cases since y day There ve been 38 deaths 132 people have recovered The no of positive cases have gone since yesterday One of main reasons for it is the travel by members of TablighiJamat Ministry of Health,[],,,,,,,
"Slow test rate of #COVID19 in #india, itself is #AprilFool and now #NizamuddinMarkaj #IndiaFightsCorona #StayHomeSaveLives #Lockdown21",2020-04-01 10:26:40+00:00,0,0,#COVID19 #india #AprilFool #NizamuddinMarkaj #IndiaFightsCorona #StayHomeSaveLives #Lockdown21,Delhi,Slow test rate of COVID19 in india itself is AprilFool and now NizamuddinMarkaj IndiaFightsCorona StayHomeSaveLives Lockdown21,[],,,,,,,
"One drastic change #covid19 brought is the fear of sneezing, coughing, spitting over powering the good old “FART” weapon.. What a change..",2020-04-01 10:25:33+00:00,0,0,#covid19,Delhi,One drastic change covid19 brought is the fear of sneezing coughing spitting over powering the good old FART weapon What a change,[],,,,,,,
"News Broadcasters Association welcomes SC order that it should report ""responsibly"" on #COVID19. ",2020-04-01 10:19:23+00:00,3,3,#COVID19,Delhi,News Broadcasters Association welcomes SC order that it should report responsibly on COVID19,"[{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
