Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,sadness,tentative,confident,anger,fear
#bollywood superstar and Kheladi Kumar alias #akshaykumar encourages people to use the #DilSeThankYou to express gratitude towards #COVID19 frontline workers.#entertainmentworld #coronaviruspandemic… https://www.instagram.com/p/B-xJXexBLED/?igshid=1kvo22qldc8o3,2020-04-09 17:10:52+00:00,0,0,#bollywood #akshaykumar #DilSeThankYou #COVID19 #entertainmentworld #coronaviruspandemic,Mumbai,bollywood superstar and Kheladi Kumar alias akshaykumar encourages people to use the DilSeThankYou to express gratitude towards COVID19 frontline workers entertainmentworld coronaviruspandemic,"[{'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
#Lockdown21 17th Day: When do you think this lockdown will end? Today we have an award winning British Sitcom as our recommendation! Let me know if you guys enjoyed it!! #COVID19 #Recommended,2020-04-09 15:43:10+00:00,0,8,#Lockdown21 #COVID19 #Recommended,Mumbai,Lockdown21 17th Day When do you think this lockdown will end Today we have an award winning British Sitcom as our recommendation Let me know if you guys enjoyed it COVID19 Recommended,"[{'score': 0.82241, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
 . . . Follow us for a better life @thinkdeliciousrestaurant #covid19 #quarantine #strong #stayhome #stayhealthy #thehungrymumbaikar #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodcoma #foodgram #foodstagram #foodlover #comfortfood,2020-04-09 15:33:32+00:00,0,0,#covid19 #quarantine #strong #stayhome #stayhome #stayhealthy #thehungrymumbaikar #huffposttaste #buzzfeedfood #f52grams #food52 #feedfeed #foodcoma #foodgram #foodstagram #foodlover #comfortfood,Mumbai,Follow us for a better life covid19 quarantine strong stayhome stayhealthy thehungrymumbaikar huffposttaste buzzfeedfood f52grams food52 feedfeed foodcoma foodgram foodstagram foodlover comfortfood,"[{'score': 0.777601, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
@elonmusk Take us to Mars! #COVID19,2020-04-09 15:27:25+00:00,0,0,#COVID19,Mumbai,Take us to Mars COVID19,[],,,,,,,
"#COVID19 is a rapidly evolving global issue. The Govt of is doing everything necessary to protect the health, safety &amp; well-being of Canadians &amp; is working around the clock to limit the spread of this pandemic. For COVID-19 information &amp; resources visit:http://canada.ca/coronavirus",2020-04-09 15:16:09+00:00,0,1,#COVID19,Mumbai,COVID19 is a rapidly evolving global issue The Govt of is doing everything necessary to protect the health safety amp well being of Canadians amp is working around the clock to limit the spread of this pandemic For COVID 19 information amp resources visit,"[{'score': 0.666663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
Maharashtra coronavirus update: 125 #COVID19 patients discharged after full recovery 229 new cases in the state today 25 deaths due to #Covid19 #CoronaInMaharashtra today State tally now 1364 @ANI,2020-04-09 15:11:10+00:00,0,0,#COVID19 #Covid19 #CoronaInMaharashtra,Mumbai,Maharashtra coronavirus update 125 COVID19 patients discharged after full recovery 229 new cases in the state today 25 deaths due to Covid19 CoronaInMaharashtra today State tally now 1364,"[{'score': 0.811492, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.694268, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,1,,,,
#Covid19 has offered us the opportunity to bring changes.. good ones for everyone,2020-04-09 14:56:33+00:00,0,0,#Covid19,Mumbai,Covid19 has offered us the opportunity to bring changes good ones for everyone,"[{'score': 0.684671, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"#Happiness is late evening tea...quick recharge, back on track and finish up the day task. #workfromhome #covi̇d19 @Mumbai, Maharashtra https://www.instagram.com/p/B-w4H9hg2BX/?igshid=dtnrq9l0onan",2020-04-09 14:36:42+00:00,0,0,#Happiness #workfromhome #covi,Mumbai,Happiness is late evening tea quick recharge back on track and finish up the day task workfromhome covi d19 Maharashtra,"[{'score': 0.878705, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Post #COVID19 lockdown opportunity #ThursdayMotivation,2020-04-09 14:33:59+00:00,0,0,#COVID19 #ThursdayMotivation,Mumbai,Post COVID19 lockdown opportunity ThursdayMotivation,"[{'score': 0.509487, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
If there is a need of space we can utilise Flats which are ready but possession is pending there would be a lot of building in Mumbai and the other areas which can be utilised at the time of emergency #Covid19 @ThackreyUddhav @OfficeofUT @AUThackeray @narendramodi @AmitShah,2020-04-09 14:23:31+00:00,0,0,#Covid19,Mumbai,If there is a need of space we can utilise Flats which are ready but possession is pending there would be a lot of building in Mumbai and the other areas which can be utilised at the time of emergency Covid19,[],,,,,,,
Corona mein bollywood ka tadka! Bollywood never fails to entertain us even in tough times . Stay Home Stay Happy ... #adsmn #bollywoodmemes #Yehjawanihaidiwani #SafeHands #StayHome #CoronaOutbreak #experientialmarketing #indialockdownfor21days #COVID19 #SocialDistanacing #AR #VR,2020-04-09 14:03:24+00:00,1,3,#adsmn #bollywoodmemes #Yehjawanihaidiwani #SafeHands #SafeHands #StayHome #StayHome #CoronaOutbreak #experientialmarketing #indialockdownfor21days #COVID19 #SocialDistanacing #AR #VR,Mumbai,Corona mein bollywood ka tadka Bollywood never fails to entertain us even in tough times Stay Home Stay Happy adsmn bollywoodmemes Yehjawanihaidiwani SafeHands StayHome CoronaOutbreak experientialmarketing indialockdownfor21days COVID19 SocialDistanacing AR VR,"[{'score': 0.665631, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
0 + 4 = 4 #CompleteLockDown #Contest #COVID2019india #COVID19 #AtulBakery #ContestAlert #ContestIndia Join @sanjeev_mahto_ @SumitKewat8 @acidkidrock @karan875 @ranchikuldeep @Aka5hKr @thelifeofrohit @Vinay4023 @wasimkh00 @Aniketw1551 @snow_man_14 @Dazzlingcutie1,2020-04-09 13:48:31+00:00,1,3,#CompleteLockDown #Contest #COVID2019india #COVID19 #AtulBakery #ContestAlert #ContestIndia,Mumbai,0 4 4 CompleteLockDown Contest COVID2019india COVID19 AtulBakery ContestAlert ContestIndia Join mahto man 14,"[{'score': 0.640218, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Hello @narendramodi since you are replying to tweets right now, i thought I’ll give it a shot. Can you please make a tweet about how terrible our #COVID19 Testing numbers are? And what we are planning to do to change that?",2020-04-09 12:38:44+00:00,0,1,#COVID19,Mumbai,Hello since you are replying to tweets right now i thought I ll give it a shot Can you please make a tweet about how terrible our COVID19 Testing numbers are And what we are planning to do to change that,[],,,,,,,
One word! Terrible! Video on #meditation for stress management https://youtu.be/gur9p17XBFk via @YouTube @MoHFW_INDIA @narendramodi @moayush #COVID19 #FAIL,2020-04-09 12:06:04+00:00,0,0,#meditation #COVID19 #FAIL,Mumbai,One word Terrible Video on meditation for stress management via INDIA COVID19 FAIL,[],,,,,,,
#cmmaharashtra #udhavthakrey #warning #fakenews #covid19 #fightcoronavirus #stayhome @Somewhere Safe During Quarantine https://www.instagram.com/p/B-wmOqNh5Tr43dfBS-RjKPlxrws1d83yxf5mRs0/?igshid=82brilvsdvzr,2020-04-09 12:00:49+00:00,0,0,#cmmaharashtra #udhavthakrey #warning #fakenews #covid19 #fightcoronavirus #stayhome #stayhome,Mumbai,cmmaharashtra udhavthakrey warning fakenews covid19 fightcoronavirus stayhome Safe During Quarantine,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
Share this post and spread the healthiness! . . . . . . . #covid #careforyourhealth #careforyourheart #covid19 #corona #besafe #behearthealthy #Behome #wecareforyou #precautions #doctorslife #lifestyle #workout #exercise,2020-04-09 11:51:09+00:00,1,1,#covid #careforyourhealth #careforyourheart #covid19 #corona #besafe #behearthealthy #Behome #wecareforyou #precautions #doctorslife #lifestyle #workout #exercise,Mumbai,Share this post and spread the healthiness covid careforyourhealth careforyourheart covid19 corona besafe behearthealthy Behome wecareforyou precautions doctorslife lifestyle workout exercise,"[{'score': 0.799373, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Look who's growing roots. But but will it survive? We'll see! . . . . #pineapple #homegarden #homegardening #quaratinedays #quarantineupdate #fruit #india #mumbai #covi̇d19 #bandra @Bandra World of Storytellers https://www.instagram.com/p/B-wjbcCATzK/?igshid=lorqb52blzvg,2020-04-09 11:35:52+00:00,0,2,#pineapple #homegarden #homegardening #quaratinedays #quarantineupdate #fruit #india #mumbai #covi #bandra,Mumbai,Look who s growing roots But but will it survive We ll see pineapple homegarden homegardening quaratinedays quarantineupdate fruit india mumbai covi d19 bandra World of Storytellers,"[{'score': 0.709462, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Dear @narendramodi Ji, please prioritise the increase of our #COVID19 Testing. #Test #Test #TESTTESTTEST",2020-04-09 11:33:12+00:00,0,1,#COVID19 #Test #Test #TESTTESTTEST,Mumbai,Dear Ji please prioritise the increase of our COVID19 Testing Test Test TESTTESTTEST,[],,,,,,,
My Dear all #INDIAN people please install #AarogyaSetu app to know about detailed of #COVID19 this app can help to you safe and careful ,2020-04-09 11:22:42+00:00,0,0,#INDIAN #AarogyaSetu #COVID19,Mumbai,My Dear all INDIAN people please install AarogyaSetu app to know about detailed of COVID19 this app can help to you safe and careful,"[{'score': 0.64763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
"Have You Downloaded Our App Yet? Click On: http://www.progressiveshares.com, Availbale On #IOS &amp; #Android ! #TradeOnTheGo . . . . . . #mobileapp #iphone #samsung #coronavirus #covid19 #home #workfromhome #wfh #india #indiadigital #quarantine2020",2020-04-09 11:19:00+00:00,2,4,#IOS #Android #TradeOnTheGo #mobileapp #iphone #samsung #coronavirus #covid19 #home #workfromhome #wfh #india #indiadigital #quarantine2020,Mumbai,Have You Downloaded Our App Yet Click On Availbale On IOS amp Android TradeOnTheGo mobileapp iphone samsung coronavirus covid19 home workfromhome wfh india indiadigital quarantine2020,"[{'score': 0.604483, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
"Mumbai’s Dharavi reports third #COVID19 death,a 70-year-old woman from Kalyanwadi, total cases from the Dharavi area are now 14 #CoronaVirusUpdates",2020-04-09 11:14:35+00:00,0,2,#COVID19 #CoronaVirusUpdates,Mumbai,Mumbai s Dharavi reports third COVID19 death a 70 year old woman from Kalyanwadi total cases from the Dharavi area are now 14 CoronaVirusUpdates,"[{'score': 0.586894, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
A detenue behind bars since last October under the #Maharashtra law against #Bootleggers #slumlords and dangerous acts was today ordered released by #BombayHC. He will find himself entering another kind of #lockdown. #COVID19 @TOIMumbai,2020-04-09 10:55:54+00:00,1,7,#Maharashtra #Bootleggers #slumlords #BombayHC #lockdown #COVID19,Mumbai,A detenue behind bars since last October under the Maharashtra law against Bootleggers slumlords and dangerous acts was today ordered released by BombayHC He will find himself entering another kind of lockdown COVID19,[],,,,,,,
@AAI_Official #COVID19 dear all stay safe at home.. staying at home is the way of fighting with this pandemic.. https://twitter.com/AAI_Official/status/1247901515332767744,2020-04-09 10:46:07+00:00,0,0,#COVID19,Mumbai,Official COVID19 dear all stay safe at home staying at home is the way of fighting with this pandemic,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
#Dharavi cases rise to 14 with the death of a 70-year-old woman being reported via @worthwords01 #CoronaInMaharashtra #COVID19 #MumbaiCoronaReport,2020-04-09 10:45:11+00:00,2,0,#Dharavi #CoronaInMaharashtra #COVID19 #MumbaiCoronaReport,Mumbai,Dharavi cases rise to 14 with the death of a 70 year old woman being reported via CoronaInMaharashtra COVID19 MumbaiCoronaReport,"[{'score': 0.537374, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
May be a necessary step to reserve fuel 4 vehicles used in essential srvcs. Let there be online appln sysm that will grant “permit for fuel “ like “travel during curfew” permit that police dept is issuing. Any misuse to be dealt with arrest n mandatory service @#COVID19 hospital,2020-04-09 10:36:48+00:00,0,0,#COVID19,Mumbai,May be a necessary step to reserve fuel 4 vehicles used in essential srvcs Let there be online appln sysm that will grant permit for fuel like travel during curfew permit that police dept is issuing Any misuse to be dealt with arrest n mandatory service COVID19 hospital,"[{'score': 0.519909, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
https://wap.business-standard.com/article-amp/economy-policy/covid-19-testing-picks-pace-as-pvt-labs-asked-to-take-some-samples-for-free-120040900027_1.html?utm_source=SEO&amp;utm_medium=HDP Private labs asked to take testing some samples for free. #Covid_19india #COVID #labs #TestingForCovid19 #testing #COVID19 #CovidUpdates,2020-04-09 10:35:26+00:00,0,0,#Covid_19india #COVID #labs #TestingForCovid19 #testing #COVID19 #CovidUpdates,Mumbai,Private labs asked to take testing some samples for free Covid 19india COVID labs TestingForCovid19 testing COVID19 CovidUpdates,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1,,,
"Distribution of 250 Food packets at Chirag Nagar, Maneklal junction, 90 ft road, and other places by members of Dhyey Foundation. #dhyeyfoundation #dhyey #frontlinewarriors #covi̇d19 #fightcorona #waragainstcorona #beathunger #feedtheneedy – at Chirag nagar",2020-04-09 10:33:51+00:00,2,3,#dhyeyfoundation #dhyey #frontlinewarriors #covi #fightcorona #waragainstcorona #beathunger #feedtheneedy,Mumbai,Distribution of 250 Food packets at Chirag Nagar Maneklal junction 90 ft road and other places by members of Dhyey Foundation dhyeyfoundation dhyey frontlinewarriors covi d19 fightcorona waragainstcorona beathunger feedtheneedy at Chirag nagar,[],,,,,,,
"Don't spread panic, try to ensure everyone around us is safe and healthy. #COVIDー19 #COVID #COVID19 #CoronaInMaharashtra",2020-04-09 10:21:16+00:00,1,1,#COVID #COVID #COVID19 #CoronaInMaharashtra,Mumbai,Don t spread panic try to ensure everyone around us is safe and healthy COVID 19 COVID COVID19 CoronaInMaharashtra,"[{'score': 0.675829, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.635961, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727988, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1,,,1,,,1
"'Why you wear shorts?', 'Why are you coming so late at home?', harassed nurses of sealed Bhatia Hospital speak up on their harassment by neighbours. My report. #Covid19 #HealthCareWorkers #harassment",2020-04-09 10:09:29+00:00,5,8,#Covid19 #HealthCareWorkers #harassment,Mumbai,Why you wear shorts Why are you coming so late at home harassed nurses of sealed Bhatia Hospital speak up on their harassment by neighbours My report Covid19 HealthCareWorkers harassment,[],,,,,,,
