Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,tentative,analytical,sadness,fear,anger
"Whole world is angry with #China and #who for their irresponsible behavior of not disclosing about #WuhanVirus #covid19 in time and then again not showing the real numbers of infection or death in their country. – at Kunal Icon, Pimple Saudagar",2020-04-17 13:13:38+00:00,0,1,#China #who #WuhanVirus #covid19,Pune,Whole world is angry with China and who for their irresponsible behavior of not disclosing about WuhanVirus covid19 in time and then again not showing the real numbers of infection or death in their country at Kunal Icon Pimple Saudagar,"[{'score': 0.823244, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,1.0
"Digital Marketing key takeaways in times of Covid19 - Focus on education, not promotion. &#13; Incorporate chat into your strategy. &#13; Conversational marketing is the key.&#13; #Skovian #Covid19 #Quarantine #Insights #WorkFromHome #DigitalMarketingAgency Source: @HubSpot",2020-04-17 13:03:10+00:00,1,1,#Skovian #Covid19 #Quarantine #Insights #WorkFromHome #DigitalMarketingAgency,Pune,Digital Marketing key takeaways in times of Covid19 Focus on education not promotion 13 Incorporate chat into your strategy 13 Conversational marketing is the key 13 Skovian Covid19 Quarantine Insights WorkFromHome DigitalMarketingAgency Source,"[{'score': 0.712006, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Official data from the Government of India. As far as my understanding, 1749 recovered cases cannot be considered as ‘majority’ of 13387 cases. She definitely wants India to fail in the fight against #COVID19 so that she start blaming Modi. Shame on these #PaaltuPatrakars.",2020-04-17 11:06:28+00:00,0,0,#COVID19 #PaaltuPatrakars,Pune,Official data from the Government of India As far as my understanding 1749 recovered cases cannot be considered as majority of 13387 cases She definitely wants India to fail in the fight against COVID19 so that she start blaming Modi Shame on these PaaltuPatrakars,"[{'score': 0.877312, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Beware of... C - Chinese O - Originated V - Virally I - Infected D - Disease @WhiteHouse #Covid_19 #COVID19 #China,2020-04-17 09:21:29+00:00,0,0,#Covid_19 #COVID19 #China,Pune,Beware of C Chinese O Originated V Virally I Infected D Disease Covid 19 COVID19 China,[],,,,,,,
Beware of... C - Chinese O - Originated V - Virally I - Infected D - Disease #Covid_19 #COVID19 #FridayMotivation,2020-04-17 08:23:25+00:00,0,0,#Covid_19 #COVID19 #FridayMotivation,Pune,Beware of C Chinese O Originated V Virally I Infected D Disease Covid 19 COVID19 FridayMotivation,[],,,,,,,
"288 new #COVID19 cases &amp; 7 new deaths reported in #Maharashtra. Total cases in the state 3,204, total deaths 194: State Health Department http://www.sakaltimes.com #Sakal #SakalNews #viral #SakalTimes #news #Corona #Maharashtra #Covid_19 #coronavirus #COVID19 #Coronaindia #India",2020-04-17 07:38:51+00:00,0,0,#COVID19 #Maharashtra #Sakal #SakalNews #viral #SakalTimes #news #Corona #Maharashtra #Covid_19 #coronavirus #COVID19 #Coronaindia #India,Pune,288 new COVID19 cases amp 7 new deaths reported in Maharashtra Total cases in the state 3 204 total deaths 194 State Health Department Sakal SakalNews viral SakalTimes news Corona Maharashtra Covid 19 coronavirus COVID19 Coronaindia India,[],,,,,,,
"Sir, with all due respect, this should include all job generation Ventures in India! And we too are feeling the heat!!! Please reconsider your stand to be all-inclusive. #coronaindia #coronanews #covid19 ",2020-04-17 05:46:46+00:00,17,11,#coronaindia #coronanews #covid19,Pune,Sir with all due respect this should include all job generation Ventures in India And we too are feeling the heat Please reconsider your stand to be all inclusive coronaindia coronanews covid19,"[{'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
@terreindia @MITWPUOfficial @NABARDOnline &amp; TISS invites you to an online webinar on #COVID19 &amp; #SDGs Impacts &amp; Opportunities. Join ZOOM Meeting today at 4 pm on: https://zoom.us/j/9717449754 Meeting ID: 971 744 9754,2020-04-17 05:31:48+00:00,0,1,#COVID19 #SDGs,Pune,amp TISS invites you to an online webinar on COVID19 amp SDGs Impacts amp Opportunities Join ZOOM Meeting today at 4 pm on Meeting ID 971 744 9754,"[{'score': 0.666467, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Great demonstration from the kids. #COVID19 ,2020-04-17 05:08:42+00:00,0,1,#COVID19,Pune,Great demonstration from the kids COVID19,"[{'score': 0.799925, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
An initiative by @SourcingAdda to help people who have lost Job during this Pandemic #COVID19. Please register your profile on the following link: https://bit.ly/3ejRCXx #JobsDuringCorona #jobsearch #Jobs #jobseekers,2020-04-17 04:03:41+00:00,2,1,#COVID19 #JobsDuringCorona #jobsearch #Jobs #jobseekers,Pune,An initiative by to help people who have lost Job during this Pandemic COVID19 Please register your profile on the following link JobsDuringCorona jobsearch Jobs jobseekers,[],,,,,,,
UK government extends lockdown for at least three more weeks #COVID19 ,2020-04-16 17:34:05+00:00,0,1,#COVID19,Pune,UK government extends lockdown for at least three more weeks COVID19,[],,,,,,,
Waiting for #TabligiJamat level outreach #Covid_19 #CoronaUpdatesInIndia #COVID19 ,2020-04-16 16:55:03+00:00,0,0,#TabligiJamat #Covid_19 #CoronaUpdatesInIndia #COVID19,Pune,Waiting for TabligiJamat level outreach Covid 19 CoronaUpdatesInIndia COVID19,[],,,,,,,
"Nuclear missile:Ventilator cost one Missile can buy 40,000 Ventilators. As a species we need to completely rethink how we use our resources #PostCovidWorld #Covid19 #UnitedNations #WorldHealthOrganization",2020-04-16 14:47:38+00:00,0,1,#PostCovidWorld #Covid19 #UnitedNations #WorldHealthOrganization,Pune,Nuclear missile Ventilator cost one Missile can buy 40 000 Ventilators As a species we need to completely rethink how we use our resources PostCovidWorld Covid19 UnitedNations WorldHealthOrganization,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Well, WHO is actually a China centric right now. Some people knew lots of things but did not reveal anything .China is under International Anger the consequences of this COVID -19 it has hit each and every country like goddamn shovel. #COVID #COVID19 #lockdown",2020-04-16 12:38:09+00:00,0,0,#COVID #COVID19 #lockdown,Pune,Well WHO is actually a China centric right now Some people knew lots of things but did not reveal anything China is under International Anger the consequences of this COVID 19 it has hit each and every country like goddamn shovel COVID COVID19 lockdown,"[{'score': 0.51477, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
"C'mon, Khare, that's as weird (being polite here) a statement as one has ever heard. Save Indians with #COVID19, to hell with those with less fashionable, but equally deadly ailments ! In recent weeks @BDUTT has been the one redeeming feature of Indian media - keep it up, Ma'am !",2020-04-16 11:24:53+00:00,1,4,#COVID19,Pune,C mon Khare that s as weird being polite here a statement as one has ever heard Save Indians with COVID19 to hell with those with less fashionable but equally deadly ailments In recent weeks has been the one redeeming feature of Indian media keep it up Ma am,"[{'score': 0.55272, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Beware of... C - Chinese O - Originated V - Virally I - Infected D - Disease #Covid_19 #COVID19 ,2020-04-16 11:06:19+00:00,0,0,#Covid_19 #COVID19,Pune,Beware of C Chinese O Originated V Virally I Infected D Disease Covid 19 COVID19,[],,,,,,,
Beware of... C - Chinese O - Originated V - Virally I - Infected D - Disease #Covid_19 #COVID19 ,2020-04-16 09:57:20+00:00,0,1,#Covid_19 #COVID19,Pune,Beware of C Chinese O Originated V Virally I Infected D Disease Covid 19 COVID19,[],,,,,,,
Exactly We need fight with #Covid19. Jai Hind,2020-04-16 09:43:46+00:00,0,0,#Covid19,Pune,Exactly We need fight with Covid19 Jai Hind,"[{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Odisha population 44.3 million , Never in the history of its existence ,have spoken one common Word... at the same time !! CORONA !! #OdishaFightsCorona #Covid19 #stayhome #Odisha",2020-04-16 09:14:06+00:00,0,1,#OdishaFightsCorona #Covid19 #stayhome #stayhome #Odisha,Pune,Odisha population 44 3 million Never in the history of its existence have spoken one common Word at the same time CORONA OdishaFightsCorona Covid19 stayhome Odisha,"[{'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Why this stupid people's want to eat pizza. Are they out of groceries or not able cook themselves. Now, due to 1 person 72 families quarantine and that will spread one to ten and ten to hundred, so on. Now they have started new chain of infections. #PizzaDelivery #COVID19 ",2020-04-16 09:13:13+00:00,0,1,#PizzaDelivery #COVID19,Pune,Why this stupid people s want to eat pizza Are they out of groceries or not able cook themselves Now due to 1 person 72 families quarantine and that will spread one to ten and ten to hundred so on Now they have started new chain of infections PizzaDelivery COVID19,"[{'score': 0.526316, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Donald you know what ,once this disease outbreak is over .USA and India with Japan and Taiwan should sue China ,big time. Get them down. COVID-19 is a Chinese Disease ,Indeed. #lockdown #Covid_19 #COVID19",2020-04-16 07:56:53+00:00,0,0,#lockdown #Covid_19 #COVID19,Pune,Donald you know what once this disease outbreak is over USA and India with Japan and Taiwan should sue China big time Get them down COVID 19 is a Chinese Disease Indeed lockdown Covid 19 COVID19,[],,,,,,,
My first Animation #घरमेंरहेंस्वस्थरहें #StayHome #lockdown #Covid_19 #Corona #COVID #thursdaymorning #COVIDー19 #COVID19 #StaySafe #onlinelearning #CoronaWarriors #Coronaindia #CoronavirusOutbreakindia #learning,2020-04-16 07:56:07+00:00,0,1,#StayHome #StayHome #lockdown #Covid_19 #Corona #COVID #thursdaymorning #COVID #COVID19 #StaySafe #onlinelearning #CoronaWarriors #Coronaindia #CoronavirusOutbreakindia #learning,Pune,My first Animation StayHome lockdown Covid 19 Corona COVID thursdaymorning COVID 19 COVID19 StaySafe onlinelearning CoronaWarriors Coronaindia CoronavirusOutbreakindia learning,"[{'score': 0.744199, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Agar corona warriors se ladoge to Corona virus se haar jaoge.. please respect cooperate with corona warriors ""Desh humara hai..hume bachana hai..""#jahiljamati #lockdown #Covid_19 #Corona #COVID #thursdaymorning #COVIDー19 #COVID19 #StaySafe #घरमेंरहेंस्वस्थरहें #StayHome",2020-04-16 07:49:39+00:00,0,0,#jahiljamati #lockdown #Covid_19 #Corona #COVID #thursdaymorning #COVID #COVID19 #StaySafe #StayHome #StayHome,Pune,Agar corona warriors se ladoge to Corona virus se haar jaoge please respect cooperate with corona warriors Desh humara hai hume bachana hai jahiljamati lockdown Covid 19 Corona COVID thursdaymorning COVID 19 COVID19 StaySafe StayHome,[],,,,,,,
Our fight is agaist corona virus... not agaist corona warriors #Covid_19 #lockdown #jahiljamati #Corona #COVID #thursdaymorning #COVIDー19 #COVID19 #StaySafe,2020-04-16 07:45:11+00:00,0,0,#Covid_19 #lockdown #jahiljamati #Corona #COVID #thursdaymorning #COVID #COVID19 #StaySafe,Pune,Our fight is agaist corona virus not agaist corona warriors Covid 19 lockdown jahiljamati Corona COVID thursdaymorning COVID 19 COVID19 StaySafe,[],,,,,,,
Tag the ‘Aamir Khan’ of your organization. #Skovian #TagYourColleague #WFH #DigitalAgency #StayHome #StaySafe #COVID19 #Lockdown2 #Thursdaymorning,2020-04-16 04:37:45+00:00,0,2,#Skovian #TagYourColleague #WFH #DigitalAgency #StayHome #StayHome #StaySafe #COVID19 #Lockdown2 #Thursdaymorning,Pune,Tag the Aamir Khan of your organization Skovian TagYourColleague WFH DigitalAgency StayHome StaySafe COVID19 Lockdown2 Thursdaymorning,[],,,,,,,
"LOCKDOWN V 2.0 India's nationwide coronavirus lockdown, is extended till May 3 to contain the spread of coronavirus as the South Asian Nation reports more than 10,000 cases and nearly 240 deaths. #lockdown2020 #IndiaFightsCorona #COVID19 #StaySafeStayHome",2020-04-15 21:12:48+00:00,0,1,#lockdown2020 #IndiaFightsCorona #COVID19 #StaySafeStayHome,Pune,LOCKDOWN V 2 0 India s nationwide coronavirus lockdown is extended till May 3 to contain the spread of coronavirus as the South Asian Nation reports more than 10 000 cases and nearly 240 deaths lockdown2020 IndiaFightsCorona COVID19 StaySafeStayHome,"[{'score': 0.642892, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.511119, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,1.0,,
"@ShashiTharoor what is contribution of #AmartyaSen in the time of todays #covid19 crisis . If not for India , his knowledge can be used for saving mankind somewhere . Instead of wasting on 'sponsored articles' . #IndiaFightsCorona",2020-04-15 12:32:45+00:00,0,0,#AmartyaSen #covid19 #IndiaFightsCorona,Pune,what is contribution of AmartyaSen in the time of todays covid19 crisis If not for India his knowledge can be used for saving mankind somewhere Instead of wasting on sponsored articles IndiaFightsCorona,"[{'score': 0.569933, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.595347, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
"What an inspiring reply from @JioCare. And they want to be number 1. If this is the kind of attitude, I doubt they will ever survive there. #internet #covid19 #CustomerService @reliancejio @reliancegroup",2020-04-15 12:01:31+00:00,0,0,#internet #covid19 #CustomerService,Pune,What an inspiring reply from And they want to be number 1 If this is the kind of attitude I doubt they will ever survive there internet covid19 CustomerService,"[{'score': 0.527006, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.515711, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
"As per your own data: If we test 1000/Million; (10x current rate of testing) then to test 0.1% of India for #COVID19 the total cost will be: ₹ 6,30,00,00,000 Six hundred &amp; thirty thousand crore. PMCARE can do this with less than 10% of funding they’ve collected. 1/2",2020-04-15 09:41:12+00:00,0,1,#COVID19,Pune,As per your own data If we test 1000 Million 10x current rate of testing then to test 0 1 of India for COVID19 the total cost will be 6 30 00 00 000 Six hundred amp thirty thousand crore PMCARE can do this with less than 10 of funding they ve collected 1 2,[],,,,,,,
#covid #covi̇d19 #corona #stayhome #staysafe #stayhealthy #mumbai #india @Hills And Dales https://www.instagram.com/p/B-_f2-Sp9YK/?igshid=zi38xl19dizn,2020-04-15 06:53:17+00:00,0,0,#covid #covi #corona #stayhome #stayhome #staysafe #stayhealthy #mumbai #india,Pune,covid covi d19 corona stayhome staysafe stayhealthy mumbai india And Dales,[],,,,,,,
