Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,confident,analytical,tentative,anger,fear
#FaceShield #COVID2019india #COVID19 #PPE .. Bravo to Team Mahindra.. Thx to @anandmahindra for encouraging them.,2020-03-30 13:20:41+00:00,0,0,#FaceShield #COVID2019india #COVID19 #PPE,Mumbai,FaceShield COVID2019india COVID19 PPE Bravo to Team Mahindra Thx to for encouraging them,[],,,,,,,
When this country is in lockdown. And this much vehicles on the road. #listentothegovernment #COVID19 #StaySafeStayHome,2020-03-30 13:17:46+00:00,0,3,#listentothegovernment #COVID19 #StaySafeStayHome,Mumbai,When this country is in lockdown And this much vehicles on the road listentothegovernment COVID19 StaySafeStayHome,[],,,,,,,
"Do Share your Beautiful City & Town Pictures when Earth is taking Time to Cleanse, and Keep them as a Reminder #World #Cities #Towns #City #Town #Village #Covid19 #COVID2019india #coronavirus #earth #Share – at Marine Drive",2020-03-30 13:15:23+00:00,1,3,#World #Cities #Towns #City #Town #Village #Covid19 #COVID2019india #coronavirus #earth #Share,Mumbai,Do Share your Beautiful City Town Pictures when Earth is taking Time to Cleanse and Keep them as a Reminder World Cities Towns City Town Village Covid19 COVID2019india coronavirus earth Share at Marine Drive,"[{'score': 0.813927, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Q :What’s a master stroke ? A : Mann ki baat Teacher : / #COVID19 #MannKiBaat #lockdown #LockdownWithoutPlan @TheDeshBhakt @dhruv_rathee @Mdzeeshanayyub @RanaAyyub @ReallySwara @thevirdas @HansrajMeena,2020-03-30 13:11:36+00:00,1,1,#COVID19 #MannKiBaat #lockdown #LockdownWithoutPlan,Mumbai,Q What s a master stroke A Mann ki baat Teacher COVID19 MannKiBaat lockdown LockdownWithoutPlan rathee,[],,,,,,,
"Holà! Hope you all are safe and healthy #staysafeeveryone #stayathome Happy quarantine! . #lola #STBT #quarantinestories #goodevening #3032020 #covıd19 @Mumbai, Maharashtra https://www.instagram.com/p/B-W9G7_nwvH/?igshid=29kgvmbcjjj5",2020-03-30 12:59:59+00:00,0,0,#staysafeeveryone #stayathome #stayathome #lola #STBT #quarantinestories #goodevening #cov,Mumbai,Hol Hope you all are safe and healthy staysafeeveryone stayathome Happy quarantine lola STBT quarantinestories goodevening 3032020 cov d19 Maharashtra,"[{'score': 0.786751, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"5 more #COVID19 cases confirmed in Chandigarh taking the total positive cases in the Union Territory to 13. Two of the five new cases, a couple, has history of travel to Canada. Another case is the mother of a person who had tested positive earlier: Chandigarh Administration @ANI",2020-03-30 12:10:14+00:00,1,3,#COVID19,Mumbai,5 more COVID19 cases confirmed in Chandigarh taking the total positive cases in the Union Territory to 13 Two of the five new cases a couple has history of travel to Canada Another case is the mother of a person who had tested positive earlier Chandigarh Administration,"[{'score': 0.676922, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.662263, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Did my bit today contributed 2k today for PM Cares.Wud like to donate for poorer states Bihar UP Jharkhand and Orissa as well. Also can someone guide me on how to contribute to AOL. AOL is doing a fabulous job on the ground. #COVID19 #AOL #togetherwithnation n with @narendramodi,2020-03-30 11:22:26+00:00,0,0,#COVID19 #AOL #togetherwithnation,Mumbai,Did my bit today contributed 2k today for PM Cares Wud like to donate for poorer states Bihar UP Jharkhand and Orissa as well Also can someone guide me on how to contribute to AOL AOL is doing a fabulous job on the ground COVID19 AOL togetherwithnation n with,[],,,,,,,
"I am feeling proud to know one of the scientist of my small village Dist- cuttack State- Odisha ""Dr Amulya Kumar Panda, Director of National institute of Immunology, New Delhi"" is conducting research to find a vaccine to fight #COVID19. @kanak_news @dpradhanbjp @sambitswaraj",2020-03-30 10:27:23+00:00,0,2,#COVID19,Mumbai,I am feeling proud to know one of the scientist of my small village Dist cuttack State Odisha Dr Amulya Kumar Panda Director of National institute of Immunology New Delhi is conducting research to find a vaccine to fight COVID19 news,"[{'score': 0.769686, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@Olacabs take a note ASAP. #COVID19 #pandemic #drivers #cabs #masks #money #humanlives #olacabs,2020-03-30 10:11:13+00:00,0,1,#COVID19 #pandemic #drivers #cabs #masks #money #humanlives #olacabs,Mumbai,take a note ASAP COVID19 pandemic drivers cabs masks money humanlives olacabs,[],,,,,,,
@Olacabs take a note ASAP. #COVID19 #pandemic #drivers #cabs #masks #money #humanlives #olacabs,2020-03-30 10:11:06+00:00,0,1,#COVID19 #pandemic #drivers #cabs #masks #money #humanlives #olacabs,Mumbai,take a note ASAP COVID19 pandemic drivers cabs masks money humanlives olacabs,[],,,,,,,
India spraying water mixed with chlorine on migrant labourers #covid19 ,2020-03-30 09:30:30+00:00,0,0,#covid19,Mumbai,India spraying water mixed with chlorine on migrant labourers covid19,[],,,,,,,
"Central Railway will run three parcel trains between Kalyan-Sankrail & Godhani-New Tinsukia for sending essential commodities like medical, food, etc.: Public Relations Department, Central Railway, Chhatrapati Shivaji Maharaj Terminus, Mumbai. #COVID19 ",2020-03-30 09:24:42+00:00,0,2,#COVID19,Mumbai,Central Railway will run three parcel trains between Kalyan Sankrail Godhani New Tinsukia for sending essential commodities like medical food etc Public Relations Department Central Railway Chhatrapati Shivaji Maharaj Terminus Mumbai COVID19,[],,,,,,,
"Expect to see the number of #COVID19 cases in India drop to zero by April 14. When you know you are mishandling the pandemic and the numbers are going to expose you, what do you do? You take over the publishing of the numbers itself. Na rahega baans, na bajegi bansuri :) ",2020-03-30 08:48:16+00:00,8,18,#COVID19,Mumbai,Expect to see the number of COVID19 cases in India drop to zero by April 14 When you know you are mishandling the pandemic and the numbers are going to expose you what do you do You take over the publishing of the numbers itself Na rahega baans na bajegi bansuri,[],,,,,,,
A Scared New World. #SanFrancisco Shut Down: #COVID19 Quarantine. ,2020-03-30 08:41:48+00:00,0,0,#SanFrancisco #COVID19,Mumbai,A Scared New World SanFrancisco Shut Down COVID19 Quarantine,"[{'score': 0.90029, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
Here's how you can spend your leisure time this quarantine. #Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine #IndiaStaysHome #LockDown,2020-03-30 08:28:10+00:00,0,1,#Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine #IndiaStaysHome #LockDown,Mumbai,Here s how you can spend your leisure time this quarantine Corona GoCoronaGo Coronavirus COVID19 StayHomeStaySafe TakePrecautionAgainstCorona SocialDistancing Viral Quarantine LetsBeatCorona IndiaFightsCorona ThingsToDoThisQuarantine IndiaStaysHome LockDown,"[{'score': 0.542424, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#BigNews #CoronaInMaharashtra 9th #Covid19 death reported in #Pune. 52-year-old #patient was undergoing treatment in private hospital. Was suffering from #diabetes and #Hypertension @WHO @MoHFW_INDIA,2020-03-30 08:25:30+00:00,1,1,#BigNews #CoronaInMaharashtra #Covid19 #Pune #patient #diabetes #Hypertension,Mumbai,BigNews CoronaInMaharashtra 9th Covid19 death reported in Pune 52 year old patient was undergoing treatment in private hospital Was suffering from diabetes and Hypertension INDIA,"[{'score': 0.801122, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
Big News @mybmc seals #Worli Koliwada in @AUThackeray Aditya Thackrey’s constituency. “Cluster containment Plan” has been implemented. No movement at all. 4 people have been found #Covid19 positive ,2020-03-30 08:13:40+00:00,2,2,#Worli #Covid19,Mumbai,Big News seals Worli Koliwada in Aditya Thackrey s constituency Cluster containment Plan has been implemented No movement at all 4 people have been found Covid19 positive,"[{'score': 0.609172, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.763553, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,
Very good point you raised Kirit ji. There is no clarity on this issue & the process to inform the relevant authorities. People should know about this & the news media channels should explain this @ShelarAshish @Dev_Fadnavis @PTI_News @TV9Marathi @MiLOKMAT @zee24taasnews #COVID19 ,2020-03-30 08:10:20+00:00,0,0,#COVID19,Mumbai,Very good point you raised Kirit ji There is no clarity on this issue the process to inform the relevant authorities People should know about this the news media channels should explain this Fadnavis News COVID19,"[{'score': 0.802215, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
No video or post found yet about use of home quarantine for reciting quran daily 1 para as target. It was surprise Ehteqaaf by Allah. #covid19 #homequarantine #Quran #stayhome #staysafe #Ahlulbaitas #momin,2020-03-30 07:53:41+00:00,0,0,#covid19 #homequarantine #Quran #stayhome #stayhome #staysafe #Ahlulbaitas #momin,Mumbai,No video or post found yet about use of home quarantine for reciting quran daily 1 para as target It was surprise Ehteqaaf by Allah covid19 homequarantine Quran stayhome staysafe Ahlulbaitas momin,[],,,,,,,
"In Crisis, every kind of help could be saving someone’s life, I have contributed some amount from my savings as well as I appeal to you all to please donate to the Chief Minister’s Relief Fund to fight this #WarAgainstVirus #Covid19 @CMOMaharashtra @OfficeofUT @AjitPawarSpeaks",2020-03-30 07:34:22+00:00,4,7,#WarAgainstVirus #Covid19,Mumbai,In Crisis every kind of help could be saving someone s life I have contributed some amount from my savings as well as I appeal to you all to please donate to the Chief Minister s Relief Fund to fight this WarAgainstVirus Covid19,"[{'score': 0.556207, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
#LockdownArticle - day 6 Relief from the hunting game of #COVID19 Read Full Article on - https://m.facebook.com/story.php?story_fbid=2598974520212436&amp;id=1091208577655712,2020-03-30 07:08:50+00:00,0,1,#LockdownArticle #COVID19,Mumbai,LockdownArticle day 6 Relief from the hunting game of COVID19 Read Full Article on,"[{'score': 0.542221, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Senior citizens r most vulnerable #coronavirus n n High risk group if suffering from #Diabetes #Hypertension Do's and Don'ts for elderly people: #COVID19 (Source-Maha govt) https://mayankbhagwatcom.wordpress.com/2020/03/30/dos-and-donts-for-senior-citizens-covid-19-pandemic/ @sailesh2000 @FriendsElderly @HelpAgeIndia_,2020-03-30 07:04:29+00:00,1,1,#coronavirus #Diabetes #Hypertension #COVID19,Mumbai,Senior citizens r most vulnerable coronavirus n n High risk group if suffering from Diabetes Hypertension Do s and Don ts for elderly people COVID19 Source Maha govt,"[{'score': 0.880627, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,1.0,,,,,
Minal Dakhave Bhosale: The #Woman Behind India’s First #COVID19 Test Kit! ,2020-03-30 06:42:06+00:00,1,5,#Woman #COVID19,Mumbai,Minal Dakhave Bhosale The Woman Behind India s First COVID19 Test Kit,[],,,,,,,
Are you keeping track of days #quarantine #coronavirus #covid_19 #covıd19 #stayhome #staysafe #staynegative #thesmmhub,2020-03-30 06:41:01+00:00,1,2,#quarantine #coronavirus #covid_19 #cov #stayhome #stayhome #staysafe #staynegative #thesmmhub,Mumbai,Are you keeping track of days quarantine coronavirus covid 19 cov d19 stayhome staysafe staynegative thesmmhub,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Certificate of commitment to promote safty against #Covid_19 I made a pledge to follow best practices on prevention of #coronavirus disease #COVID19 #CoronaOutbreak @WHO,2020-03-30 06:33:35+00:00,1,3,#Covid_19 #coronavirus #COVID19 #CoronaOutbreak,Mumbai,Certificate of commitment to promote safty against Covid 19 I made a pledge to follow best practices on prevention of coronavirus disease COVID19 CoronaOutbreak,"[{'score': 0.718781, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Scared of #COVID19? Small precautions = big impact. Stay safe and #BeTheForceAgainstCorona. Keep your family &amp; friends aware and informed about the ongoing #Coronavirus here: http://bit.ly/covidshare @narendramodi @vishalgondal @akshaykumar @WHO @FitIndiaOff,2020-03-30 06:05:17+00:00,0,2,#COVID19 #BeTheForceAgainstCorona #Coronavirus,Mumbai,Scared of COVID19 Small precautions big impact Stay safe and BeTheForceAgainstCorona Keep your family amp friends aware and informed about the ongoing Coronavirus here,"[{'score': 0.801067, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.807548, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,1.0
"We seek your blessings & support strays & abandoned pets. Wish to donate, links are below #Covid19 Support https://bit.ly/2yfBjul Or #Critical Cases https://bit.ly/39oqZgk Gpay : 9819380310 http://www.amtmindia.org/donate/",2020-03-30 05:57:19+00:00,7,12,#Covid19 #Critical,Mumbai,We seek your blessings support strays abandoned pets Wish to donate links are below Covid19 Support Or Critical Cases Gpay 9819380310,[],,,,,,,
"Request @MumbaiCricAssoc if Any cricketer, umpires or Cricket lover wants to donate in the help&amp;support of Groundsman, Umpire who all r affected with #COVID19 how should they donate? Please share the account details,also request all Cricketers plz come forward help any small amt ",2020-03-30 05:19:44+00:00,1,3,#COVID19,Mumbai,Request if Any cricketer umpires or Cricket lover wants to donate in the help amp support of Groundsman Umpire who all r affected with COVID19 how should they donate Please share the account details also request all Cricketers plz come forward help any small amt,[],,,,,,,
"I just did my part, please do yours. Donate to the PM Relief fund to help those in need. It’s essential that we, as privileged folks, come together and help those in need. Do what’s right and donate now. Donate and share the message! #donate #covid19 #21daylockdown #BeatCOVID19",2020-03-30 05:02:01+00:00,2,14,#donate #covid19 #21daylockdown #BeatCOVID19,Mumbai,I just did my part please do yours Donate to the PM Relief fund to help those in need It s essential that we as privileged folks come together and help those in need Do what s right and donate now Donate and share the message donate covid19 21daylockdown BeatCOVID19,[],,,,,,,
"I just did my part in the war against coronavirus. Join me, in supporting those who need a helping hand at this critical hour.@PMOIndia #covid19 #pmcrises #donations",2020-03-30 04:59:43+00:00,0,0,#covid19 #pmcrises #donations,Mumbai,I just did my part in the war against coronavirus Join me in supporting those who need a helping hand at this critical hour covid19 pmcrises donations,[],,,,,,,
Prosecute those who hid/hiding travel history. Wilfully concealing information endangering the society at large is an offence. @OfficeofUT @MumbaiPolice #Crime #TravelHistory #covid19 ,2020-03-30 04:52:41+00:00,0,1,#Crime #TravelHistory #covid19,Mumbai,Prosecute those who hid hiding travel history Wilfully concealing information endangering the society at large is an offence Crime TravelHistory covid19,[],,,,,,,
