Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,anger,sadness,joy,fear,tentative,confident
#Assam police feeding street dogs and other animals too during #Lockdown in Guwahati. #IndiaFightsCorona #COVID19 ,2020-03-30 05:41:13+00:00,0,4,#Assam #Lockdown #IndiaFightsCorona #COVID19,Ahmadabad,Assam police feeding street dogs and other animals too during Lockdown in Guwahati IndiaFightsCorona COVID19,[],,,,,,,
@narendramodi @PMOIndia Sir Virus Doesn’t understand Economics. Waive Import Duty &amp; Taxes on #COVID19 related Items to create Infrastructure &amp; India need scale to control this pandemic. If people will survive than they will be able to lift Economy. Thanks ,2020-03-30 04:20:39+00:00,0,0,#COVID19,Ahmadabad,Sir Virus Doesn t understand Economics Waive Import Duty amp Taxes on COVID19 related Items to create Infrastructure amp India need scale to control this pandemic If people will survive than they will be able to lift Economy Thanks,"[{'score': 0.550644, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.57599, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Where did I said about #Covid19?? Check the post, I said clearly about media circus and TRP based news..",2020-03-29 16:31:02+00:00,0,0,#Covid19,Ahmadabad,Where did I said about Covid19 Check the post I said clearly about media circus and TRP based news,"[{'score': 0.501354, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.778006, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
The golden route સોનેરી રસ્તો #Lockdown #QuarantineLife #Covid19 #Corona #eveninglight #nikond3200 @Parishkkar https://www.instagram.com/p/B-UtS7ZHac8/?igshid=1odllh4w3ps1y,2020-03-29 16:03:20+00:00,0,0,#Lockdown #QuarantineLife #Covid19 #Corona #eveninglight #nikond3200,Ahmadabad,The golden route Lockdown QuarantineLife Covid19 Corona eveninglight nikond3200,[],,,,,,,
This js why lockdown is not a solution. You are delaying strom but its gonna hit sometime... #lockdown #COVID19 #IndiaFightsCorona,2020-03-29 15:27:48+00:00,0,0,#lockdown #COVID19 #IndiaFightsCorona,Ahmadabad,This js why lockdown is not a solution You are delaying strom but its gonna hit sometime lockdown COVID19 IndiaFightsCorona,"[{'score': 0.570114, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Please Stay Home Stay Safe . . . #Quarantine #21DaysLockdown #StayHome #StaySaf #CoronaVirus #Covid19 #GujaratPolice #AhmedabadPolice @Ahmedabad, India https://www.instagram.com/p/B-Uj3Wdjamm/?igshid=173cm5gs2whw3",2020-03-29 14:40:57+00:00,0,0,#Quarantine #21DaysLockdown #StayHome #StayHome #StaySaf #CoronaVirus #Covid19 #GujaratPolice #AhmedabadPolice,Ahmadabad,Please Stay Home Stay Safe Quarantine 21DaysLockdown StayHome StaySaf CoronaVirus Covid19 GujaratPolice AhmedabadPolice India,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#GAAPAdvisors responded to an issue on modification of debentures due to #COVID19 from issuer's perspective https://gaapadvisors.com/issue-repository-3587. Register now and get 7 days access to all repositories for free. Post 7 days, avail 2020 Bonanza - Subscribe all for only one repository",2020-03-29 13:12:21+00:00,0,1,#GAAPAdvisors #COVID19,Ahmadabad,GAAPAdvisors responded to an issue on modification of debentures due to COVID19 from issuer s perspective Register now and get 7 days access to all repositories for free Post 7 days avail 2020 Bonanza Subscribe all for only one repository,"[{'score': 0.503447, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.628634, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,,,1.0
"Dear PM @narendramodi Sir. I have done my bit for the nation. As Indians, we need to stand together and support each other.i am very sure, India will emerge healthy &amp; safe, when this phase is over. JAI HIND. #covid19 #IndiaFightsCorona #DonateKaroNaIndia #SocialDistancing",2020-03-29 11:45:36+00:00,0,1,#covid19 #IndiaFightsCorona #DonateKaroNaIndia #SocialDistancing,Ahmadabad,Dear PM Sir I have done my bit for the nation As Indians we need to stand together and support each other i am very sure India will emerge healthy amp safe when this phase is over JAI HIND covid19 IndiaFightsCorona DonateKaroNaIndia SocialDistancing,"[{'score': 0.639, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.588934, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,1.0
I request to all watch this link specially @narendramodi @indiatvnews It's very useful about #covid19. ,2020-03-29 09:57:36+00:00,0,0,#covid19,Ahmadabad,I request to all watch this link specially It s very useful about covid19,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.866237, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,,,1.0
@sambitswaraj @gauravbh you both r my favorite My small contribution towards the Nation.. #PMCARES @narendramodi We will defeat #COVID19 #StayHomeSaveLives,2020-03-29 07:55:57+00:00,0,1,#PMCARES #COVID19 #StayHomeSaveLives,Ahmadabad,you both r my favorite My small contribution towards the Nation PMCARES We will defeat COVID19 StayHomeSaveLives,[],,,,,,,
Please help all those affected peoples from Slam area. #Covid19 Take care of all this people. @collectorsurat #GujaratFightsCorona,2020-03-29 07:24:18+00:00,0,0,#Covid19 #GujaratFightsCorona,Ahmadabad,Please help all those affected peoples from Slam area Covid19 Take care of all this people GujaratFightsCorona,"[{'score': 0.605706, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.886448, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,1.0
"@honeybeenetwork has put together 8 million abandoned open @uspto patents for open use by researchers, entrepreneurs, students to solve public problems like #covid19 http://gian.org/patent.php / http://techpedia.in/patent - thanks to Zaigham, Devika thru @CSIR_IND bhatnagar fellowshp",2020-03-29 06:32:12+00:00,1,0,#covid19,Ahmadabad,has put together 8 million abandoned open patents for open use by researchers entrepreneurs students to solve public problems like covid19 thanks to Zaigham Devika thru IND bhatnagar fellowshp,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"@honeybeenetwork has put together 8 million abandoned open @uspto patents for open use by researchers, entrepreneurs, students to solve public problems including #covid19 http://gian.org/patent.php or http://techpedia.in/patent - pl use and share thanks @CSIR_IND #bhatnagar #fellowshp",2020-03-29 06:27:56+00:00,3,7,#covid19 #bhatnagar #fellowshp,Ahmadabad,has put together 8 million abandoned open patents for open use by researchers entrepreneurs students to solve public problems including covid19 or pl use and share thanks IND bhatnagar fellowshp,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
*Extension in GST Filing Due Date for the month of February 2020...???* *(In Hindi)* Watch the video https://youtu.be/KOcaTYfFqBk Read our article on the topic:- https://www.indiantaxguruji.com/post/extension-in-gstr-3b-dates-for-the-month-of-february-2020-gst-extension #GST #gstupdate #extension #COVID19 #government #supportsmallbusiness #business,2020-03-29 05:18:31+00:00,0,1,#GST #gstupdate #extension #COVID19 #government #supportsmallbusiness #business,Ahmadabad,Extension in GST Filing Due Date for the month of February 2020 In Hindi Watch the video Read our article on the topic GST gstupdate extension COVID19 government supportsmallbusiness business,"[{'score': 0.561417, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
@CMOfficeUP pl@look into this grave negligence of whoever; how will we fight #covid19 without paying salaries to #health #workers @MoHFW_INDIA @PMOIndia @myogiadityanath they need #Ppe too apart from a pat on back,2020-03-29 01:56:35+00:00,0,0,#covid19 #health #workers #Ppe,Ahmadabad,pl into this grave negligence of whoever how will we fight covid19 without paying salaries to health workers INDIA they need Ppe too apart from a pat on back,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"We have to start special #trains which will screen all passengers, board except those with symptoms of #Covid19 unless host state can provide food &amp; shelter &amp; security to them ",2020-03-29 01:54:04+00:00,1,0,#trains #Covid19,Ahmadabad,We have to start special trains which will screen all passengers board except those with symptoms of Covid19 unless host state can provide food amp shelter amp security to them,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.691683, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,,,1.0
"@narendramodi @PMOIndia Done sir, a small contribution from me to fight against this war. We all stand with you, together we will overcome this. #IndiaFightsCorona #COVID19 ",2020-03-28 18:08:55+00:00,0,1,#IndiaFightsCorona #COVID19,Ahmadabad,Done sir a small contribution from me to fight against this war We all stand with you together we will overcome this IndiaFightsCorona COVID19,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
"India: highest youth: we as a country won’t mirror Italy, Spain, UK and US. The mortality stats says covid19 is fatal for above 80 years.Though no compromises to be made with safety, we wait and watch what is there for India?I am sure we will come out stronger and safer #covid19",2020-03-28 17:20:40+00:00,0,0,#covid19,Ahmadabad,India highest youth we as a country won t mirror Italy Spain UK and US The mortality stats says covid19 is fatal for above 80 years Though no compromises to be made with safety we wait and watch what is there for India I am sure we will come out stronger and safer covid19,"[{'score': 0.528825, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Few decades from now, I will not be surprised if the Government starts inserting a bio chip in every citizen to track its Health and Location in real time. Would be so useful in a situation like this! #coronavirusinindia #COVID19",2020-03-28 16:19:10+00:00,0,1,#coronavirusinindia #COVID19,Ahmadabad,Few decades from now I will not be surprised if the Government starts inserting a bio chip in every citizen to track its Health and Location in real time Would be so useful in a situation like this coronavirusinindia COVID19,"[{'score': 0.542498, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
I gave my small contribution for #COVID19 fighters. Please donate as much as you can. @sanghaviharsh @Tejasvi_Surya @TajinderBagga,2020-03-28 15:23:25+00:00,0,5,#COVID19,Ahmadabad,I gave my small contribution for COVID19 fighters Please donate as much as you can Surya,[],,,,,,,
Due to #CoronaLockdown Durdarshan channel ki TRP rato-rat badh jayegi. Great initiative by @DDNational My family are getting ready before 10 min infront of TV. #ThanksPMThanksDD #COVID19 #Ramayan #Mahabharat,2020-03-28 15:08:41+00:00,0,10,#CoronaLockdown #ThanksPMThanksDD #COVID19 #Ramayan #Mahabharat,Ahmadabad,Due to CoronaLockdown Durdarshan channel ki TRP rato rat badh jayegi Great initiative by My family are getting ready before 10 min infront of TV ThanksPMThanksDD COVID19 Ramayan Mahabharat,"[{'score': 0.646418, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Free online tele consultation services available at SGVP Holistic Hospital. #onlineconsultation #covid19 #sgvpholistichospital #freeconsultation #ahmedabad #emergencyavailable @SGVP Holistic Hospital https://www.instagram.com/p/B-SBoliJw0C/?igshid=177j0a7l3xxk0,2020-03-28 15:03:21+00:00,1,0,#onlineconsultation #covid19 #sgvpholistichospital #freeconsultation #ahmedabad #emergencyavailable,Ahmadabad,Free online tele consultation services available at SGVP Holistic Hospital onlineconsultation covid19 sgvpholistichospital freeconsultation ahmedabad emergencyavailable Holistic Hospital,[],,,,,,,
"Thanks to @RNTata2000 @TataCompanies #IndiaFightsCorona @narendramodi ,it's high to for industries to contribute from open hands in @PMOIndia fund for #COVID19 ",2020-03-28 13:56:01+00:00,0,0,#IndiaFightsCorona #COVID19,Ahmadabad,Thanks to IndiaFightsCorona it s high to for industries to contribute from open hands in fund for COVID19,[],,,,,,,
"Maintain at least 6 feet distance with people, avoid large groups and in person meetings. Avoid public transport and unnecessary travel. Stay safe at home to break the chain of Covid19. #covid19 #coronavirusindia #coronavirus #socialdistancing #azkka #healthbyvirtue",2020-03-28 13:04:35+00:00,0,0,#covid19 #coronavirusindia #coronavirus #socialdistancing #azkka #healthbyvirtue,Ahmadabad,Maintain at least 6 feet distance with people avoid large groups and in person meetings Avoid public transport and unnecessary travel Stay safe at home to break the chain of Covid19 covid19 coronavirusindia coronavirus socialdistancing azkka healthbyvirtue,[],,,,,,,
Creativity Done by my Daughter Devanshi Vijaybhai Thakkar age 10 Years against #COVID19 @narendramodi @PMOIndia @CMOGuj @vijayrupanibjp @MoHFW_INDIA @MiIAiMeD @sanghaviharsh @pradipsinhbjp @vnehra @ipsvipul_ @RojerNath @indiatvnews @ZeeNewsHindi @vnehra @AmdavadAMC,2020-03-28 12:30:57+00:00,0,1,#COVID19,Ahmadabad,Creativity Done by my Daughter Devanshi Vijaybhai Thakkar age 10 Years against COVID19 INDIA,[],,,,,,,
"Stuck at home but want to help? Please donate to: PM-CARES Fund Together, led by Prime Minister @narendramodi, India will win the war against #COVID19. Details ",2020-03-28 12:24:05+00:00,1,2,#COVID19,Ahmadabad,Stuck at home but want to help Please donate to PM CARES Fund Together led by Prime Minister India will win the war against COVID19 Details,[],,,,,,,
#JaiHindSevaSamiti #COVID19 #StayHomeStaySafe These Guys are doing well in this critical situation Good Initiative #HelpingHands #HelpUsToHelpYou @aditiraval @AhmedabadPolice @AmdavadAMC #JaiHind,2020-03-28 11:54:54+00:00,0,0,#JaiHindSevaSamiti #COVID19 #StayHomeStaySafe #HelpingHands #HelpUsToHelpYou #JaiHind,Ahmadabad,JaiHindSevaSamiti COVID19 StayHomeStaySafe These Guys are doing well in this critical situation Good Initiative HelpingHands HelpUsToHelpYou JaiHind,"[{'score': 0.770073, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Seems like you’re getting it wrong Aravind. Here the main concern is #COVID19 gets spread in people by getting in touch with each other. So I am agree with @aditiraval that only solution we have to stop spreading Corona is by avoiding mass gatherings and let Govt do the needful.,2020-03-28 10:49:06+00:00,4,6,#COVID19,Ahmadabad,Seems like you re getting it wrong Aravind Here the main concern is COVID19 gets spread in people by getting in touch with each other So I am agree with that only solution we have to stop spreading Corona is by avoiding mass gatherings and let Govt do the needful,"[{'score': 0.550158, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"An earnest appeal to all to take COVID 19 seriously ! Practice good hygiene, #socialdistancing and #StopTheSpread #Coronavirus #Covid19 #StayHomeStaySafe Together we cn break the chain ",2020-03-28 09:28:03+00:00,2,10,#socialdistancing #StopTheSpread #Coronavirus #Covid19 #StayHomeStaySafe,Ahmadabad,An earnest appeal to all to take COVID 19 seriously Practice good hygiene socialdistancing and StopTheSpread Coronavirus Covid19 StayHomeStaySafe Together we cn break the chain,"[{'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
We're clearly not bothered. But there's some good news from different parts of the country. Cities are distributing food packs. States are putting up shelters. Is it enough? #COVID19 #Coronavirus #coronadiaries #coronavirusindia #india #migrants,2020-03-28 06:29:32+00:00,0,0,#COVID19 #Coronavirus #coronadiaries #coronavirusindia #india #migrants,Ahmadabad,We re clearly not bothered But there s some good news from different parts of the country Cities are distributing food packs States are putting up shelters Is it enough COVID19 Coronavirus coronadiaries coronavirusindia india migrants,"[{'score': 0.501452, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
It's 16th day today since 1st case in INDIA. We are into very crucial weeks ahead. Next 12 days are very important. Keep urself isolated absolutely in home. Without extreme necessity don't step out from home. #Isolation is only key to fight against #COVID19.,2020-03-28 04:43:13+00:00,2,49,#Isolation #COVID19,Ahmadabad,It s 16th day today since 1st case in INDIA We are into very crucial weeks ahead Next 12 days are very important Keep urself isolated absolutely in home Without extreme necessity don t step out from home Isolation is only key to fight against COVID19,"[{'score': 0.586378, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.783291, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,1.0
