Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
"798 new #COVID19 cases in TamilNadu. Total cases in the state is now 8,002 Total ACTIVE cases in TN : 5,895 6 deaths today, taking #Covid_19 death toll in TN to 53 Patients discharged today : 92 Discharged total : 2,051 #coronavirus #COVID #TNCoronaUpdate #TNFightsCorona",2020-05-11 13:44:36+00:00,1,3,#COVID19 #Covid_19 #coronavirus #COVID #TNCoronaUpdate #TNFightsCorona,Chennai,798 new COVID19 cases in TamilNadu Total cases in the state is now 8 002 Total ACTIVE cases in TN 5 895 6 deaths today taking Covid 19 death toll in TN to 53 Patients discharged today 92 Discharged total 2 051 coronavirus COVID TNCoronaUpdate TNFightsCorona,[],,,,,,,
"Out of the 798 #COVID19 cases today, 538 of them are from #Chennai. Chennai has 4371 total #COVID cases, out of which 3632 cases are active cases. 32 out of the 53 deaths so far, are from #Chennai #Corona #coronavirus #Covid_19",2020-05-11 13:42:18+00:00,1,2,#COVID19 #Chennai #COVID #Chennai #Corona #coronavirus #Covid_19,Chennai,Out of the 798 COVID19 cases today 538 of them are from Chennai Chennai has 4371 total COVID cases out of which 3632 cases are active cases 32 out of the 53 deaths so far are from Chennai Corona coronavirus Covid 19,[],,,,,,,
"798 new #COVID19 cases in TamilNadu Deaths today 6 , total deaths 53 Total number of cases now in TamilNadu today is 8,002 #Corona #coronavirus #Covid_19",2020-05-11 13:38:03+00:00,3,4,#COVID19 #Corona #coronavirus #Covid_19,Chennai,798 new COVID19 cases in TamilNadu Deaths today 6 total deaths 53 Total number of cases now in TamilNadu today is 8 002 Corona coronavirus Covid 19,"[{'score': 0.625403, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
Today How many new #Covid19 cases in #Chennai #Covid19Chennai,2020-05-11 13:18:39+00:00,0,0,#Covid19 #Chennai #Covid19Chennai,Chennai,Today How many new Covid19 cases in Chennai Covid19Chennai,[],,,,,,,
Hope it helps India flatten the curve... #COVID19 ,2020-05-11 11:42:46+00:00,0,0,#COVID19,Chennai,Hope it helps India flatten the curve COVID19,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
A short #writeup discussing the possibility of a second wave of #COVID19 infections following the #ease of #quarentine restrictions and #medical #lockdows around the #world #coronavirus #essay #article #global #report #health #safety #Covid_19 #write,2020-05-11 08:25:59+00:00,1,3,#writeup #COVID19 #ease #quarentine #medical #lockdows #world #coronavirus #essay #article #global #report #health #safety #Covid_19 #write,Chennai,A short writeup discussing the possibility of a second wave of COVID19 infections following the ease of quarentine restrictions and medical lockdows around the world coronavirus essay article global report health safety Covid 19 write,[],,,,,,,
TTD lost ₹400 crores during lockdown. They don’t have cash to pay salaries. #COVID19,2020-05-11 03:49:18+00:00,0,0,#COVID19,Chennai,TTD lost 400 crores during lockdown They don t have cash to pay salaries COVID19,"[{'score': 0.573941, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"Passenger train will commence from tomorrow. So, India totally free from #COVID19 . Jai HO. ",2020-05-11 03:48:29+00:00,1,0,#COVID19,Chennai,Passenger train will commence from tomorrow So India totally free from COVID19 Jai HO,[],,,,,,,
"Sh @PMOIndia @DrSJaishankar @CMOTamilNadu Dear Sir’s, Req:sad News,demise of N.D. Sudevan(52yrs) who succumbed to #COVID19 in Dammam,Saudi Arabia, h/oMrs.Prathebha (Devarshola,Gudalur). Passport no: E8861283 Desperately Need Ur Help in Bringing Mortal to india for the Funeral ",2020-05-11 03:31:32+00:00,5,10,#COVID19,Chennai,Sh Dear Sir s Req sad News demise of N D Sudevan 52yrs who succumbed to COVID19 in Dammam Saudi Arabia h oMrs Prathebha Devarshola Gudalur Passport no E8861283 Desperately Need Ur Help in Bringing Mortal to india for the Funeral,"[{'score': 0.904665, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"Like any other #Virus the new member in list is #COVID19. We have to live with it, with precautions. This is going to be the new normal life. Virtual space will be new social engagement till we get a #vaccine.",2020-05-10 19:57:28+00:00,0,1,#Virus #COVID19 #vaccine,Chennai,Like any other Virus the new member in list is COVID19 We have to live with it with precautions This is going to be the new normal life Virtual space will be new social engagement till we get a vaccine,"[{'score': 0.674157, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Wow that's Billions n Billions of dollars worth Aviation Machinery lying Idle. Aviation Industry is one of the biggest hit cos of #COVID19 #aviation This Flyover of Parked Jets During the Pandemic is Simply Unbelievable,2020-05-10 18:20:15+00:00,0,0,#COVID19 #aviation,Chennai,Wow that s Billions n Billions of dollars worth Aviation Machinery lying Idle Aviation Industry is one of the biggest hit cos of COVID19 aviation This Flyover of Parked Jets During the Pandemic is Simply Unbelievable,"[{'score': 0.525488, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
We all know how good we are when it comes to helping and giving hands for each other! God bless Chennai #clapforkeyworkers #Chennai #ChennaiCorporation #TamilNaduCoronaupdate #COVID2019india #COVID19 @UpdatesChennai @chennaicorp @TrendsChennai @WeTamilans,2020-05-10 16:38:10+00:00,0,0,#clapforkeyworkers #Chennai #ChennaiCorporation #TamilNaduCoronaupdate #COVID2019india #COVID19,Chennai,We all know how good we are when it comes to helping and giving hands for each other God bless Chennai clapforkeyworkers Chennai ChennaiCorporation TamilNaduCoronaupdate COVID2019india COVID19,"[{'score': 0.904558, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"Facesense time & attendance system on face recognition along with contactless thermometer to detect Covid-19. #TimeAttendance #TemperatureScreening #TemperatureDetector #covid19 #corona #coronavirus @Chennai,… https://www.instagram.com/p/CAA48PnFCCO/?igshid=yr8tua129kll",2020-05-10 16:23:04+00:00,0,1,#TimeAttendance #TemperatureScreening #TemperatureDetector #covid19 #corona #coronavirus,Chennai,Facesense time attendance system on face recognition along with contactless thermometer to detect Covid 19 TimeAttendance TemperatureScreening TemperatureDetector covid19 corona coronavirus,"[{'score': 0.669292, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Other countries relaxed lockdown after flattening the curve, India is Relaxing the lockdown during it's peak time! Stay safe people! #Lockdown3 #Lockdownextention #KeepTheLockdown #IndiaFightsCoronavirus #PhysicalDistancing #COVID19 #COVIDIOTS",2020-05-10 15:50:36+00:00,0,0,#Lockdown3 #Lockdownextention #KeepTheLockdown #IndiaFightsCoronavirus #PhysicalDistancing #COVID19 #COVIDIOTS,Chennai,Other countries relaxed lockdown after flattening the curve India is Relaxing the lockdown during it s peak time Stay safe people Lockdown3 Lockdownextention KeepTheLockdown IndiaFightsCoronavirus PhysicalDistancing COVID19 COVIDIOTS,"[{'score': 0.805771, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
35 more children below age of 12 affected by #COVID19 today. Total number of children affected so far is 364. #coronavirus #Covid_19 #COVID #TNCoronaUpdate #TNFightsCorona,2020-05-10 13:06:08+00:00,4,5,#COVID19 #coronavirus #Covid_19 #COVID #TNCoronaUpdate #TNFightsCorona,Chennai,35 more children below age of 12 affected by COVID19 today Total number of children affected so far is 364 coronavirus Covid 19 COVID TNCoronaUpdate TNFightsCorona,[],,,,,,,
"3 #COVID19 deaths today in TamilNadu. Total #Covid_19 deaths so far in the state is 47 Total ACTIVE cases in TamilNadu is 5,195 Total #coronavirus cases in #TamilNadu is 7,204 #COVID #coronavirus #TNCoronaUpdate #TNFightsCorona",2020-05-10 12:48:37+00:00,2,3,#COVID19 #Covid_19 #coronavirus #TamilNadu #COVID #coronavirus #TNCoronaUpdate #TNFightsCorona,Chennai,3 COVID19 deaths today in TamilNadu Total Covid 19 deaths so far in the state is 47 Total ACTIVE cases in TamilNadu is 5 195 Total coronavirus cases in TamilNadu is 7 204 COVID coronavirus TNCoronaUpdate TNFightsCorona,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Today's age-wise, sex-wise graph of #Covid_19 cases. Other Gender affected : 2 Females affected : 2450 Males affected : 4752 Children below 12 : 364 cases 13-60 yrs : 6337 cases 60+ yrs : 503 cases Total #COVID Cases today 7,204 #COVID19 #TamilNadu #TNFightsCorona",2020-05-10 12:46:25+00:00,0,0,#Covid_19 #COVID #COVID19 #TamilNadu #TNFightsCorona,Chennai,Today s age wise sex wise graph of Covid 19 cases Other Gender affected 2 Females affected 2450 Males affected 4752 Children below 12 364 cases 13 60 yrs 6337 cases 60 yrs 503 cases Total COVID Cases today 7 204 COVID19 TamilNadu TNFightsCorona,[],,,,,,,
"#coronavirus Out of the 669 new #COVID19 cases, 509 cases are from #Chennai alone! Total ACTIVE CASES in #Chennai is 3,171 Total cases in Chennai is 3,839. #Corona #COVID #COVID19 #TN_Together_AgainstCorona #TNCoronaUpdate",2020-05-10 12:44:03+00:00,1,2,#coronavirus #COVID19 #Chennai #Chennai #Corona #COVID #COVID19 #TN_Together_AgainstCorona #TNCoronaUpdate,Chennai,coronavirus Out of the 669 new COVID19 cases 509 cases are from Chennai alone Total ACTIVE CASES in Chennai is 3 171 Total cases in Chennai is 3 839 Corona COVID COVID19 TN Together AgainstCorona TNCoronaUpdate,[],,,,,,,
"Here's the District wise #COVID cases in TamilNadu. #Chennai has the maximum number of #Covid_19 cases with 3,839 #Cuddalore : 395 cases #Thiruvallur : 337 cases #Villupuram : 299 cases #coronavirusinindia #COVID19 #TN_Together_Against_Corona",2020-05-10 12:42:40+00:00,2,7,#COVID #Chennai #Covid_19 #Cuddalore #Thiruvallur #Villupuram #coronavirusinindia #COVID19 #TN_Together_Against_Corona,Chennai,Here s the District wise COVID cases in TamilNadu Chennai has the maximum number of Covid 19 cases with 3 839 Cuddalore 395 cases Thiruvallur 337 cases Villupuram 299 cases coronavirusinindia COVID19 TN Together Against Corona,[],,,,,,,
A short #writeup discussing the #effects of #pollution on #COVID19 #health #safety #medical #coronavirus #healthy #WritingCommunity #article #essay #report #writing #AirPollution #lungs #respiratory #breathing #air #airquality #pandemic #covid_19,2020-05-10 12:41:23+00:00,1,1,#writeup #effects #pollution #COVID19 #health #safety #medical #coronavirus #healthy #WritingCommunity #article #essay #report #writing #AirPollution #lungs #respiratory #breathing #air #airquality #pandemic #covid_19,Chennai,A short writeup discussing the effects of pollution on COVID19 health safety medical coronavirus healthy WritingCommunity article essay report writing AirPollution lungs respiratory breathing air airquality pandemic covid 19,"[{'score': 0.732192, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"669 new #COVID19 cases in TamilNadu. Total cases in the state is now 7,204 3 deaths today, taking #Covid_19 death toll in TN to 47 Patients discharged today : 135 Discharged total : 1,959 #coronavirus #COVID #TNCoronaUpdate #TNFightsCorona",2020-05-10 12:40:48+00:00,0,3,#COVID19 #Covid_19 #coronavirus #COVID #TNCoronaUpdate #TNFightsCorona,Chennai,669 new COVID19 cases in TamilNadu Total cases in the state is now 7 204 3 deaths today taking Covid 19 death toll in TN to 47 Patients discharged today 135 Discharged total 1 959 coronavirus COVID TNCoronaUpdate TNFightsCorona,"[{'score': 0.559576, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
@sardesairajdeep PM told that Kurukshetra war ended within 18days .so the Corona war ends !many people died in the Kurukshetra war and now with #COVID19 ,2020-05-10 11:55:42+00:00,0,0,#COVID19,Chennai,PM told that Kurukshetra war ended within 18days so the Corona war ends many people died in the Kurukshetra war and now with COVID19,"[{'score': 0.651702, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
Do we need this update in #COVID19 time ?? Lot of SEO companies are struggling already ,2020-05-10 10:41:46+00:00,0,0,#COVID19,Chennai,Do we need this update in COVID19 time Lot of SEO companies are struggling already,"[{'score': 0.624449, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"My Strong Guess,Sh @narendramodi sir will Say that Govt of India is Going to Declare till #lockdown exists.There would be a National Liquor Prohibition till this Ends. If not Would Leave the Choices to Respective State Govt’s to Decide according to their #COVID19 Reports &amp; Tests. ",2020-05-10 09:39:11+00:00,0,5,#lockdown #COVID19,Chennai,My Strong Guess Sh sir will Say that Govt of India is Going to Declare till lockdown exists There would be a National Liquor Prohibition till this Ends If not Would Leave the Choices to Respective State Govt s to Decide according to their COVID19 Reports amp Tests,"[{'score': 0.554571, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.902814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
@iamharishkalyan request to the Film Industry due to the on-going #COVID19 pandemic. ,2020-05-10 07:42:53+00:00,0,3,#COVID19,Chennai,request to the Film Industry due to the on going COVID19 pandemic,"[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
" Stay Home Safe Family ##covid19 #workfromhome #staysafe #socialdistancing #flattenthecurve #healthcare #thinksafety2020 @Chennai, India https://www.instagram.com/p/B__iRybp_e6/?igshid=1s71rc09q2fxy",2020-05-10 03:45:49+00:00,0,0,#covid19 #workfromhome #staysafe #socialdistancing #flattenthecurve #healthcare #thinksafety2020,Chennai,Stay Home Safe Family covid19 workfromhome staysafe socialdistancing flattenthecurve healthcare thinksafety2020 India,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#COVID19 in neonates and infants: ,2020-05-10 00:49:43+00:00,0,1,#COVID19,Chennai,COVID19 in neonates and infants,[],,,,,,,
“Photography is the story I fail to put into words.” #tiktokers #tiktokdown #twittervskpop #viral #fancamsareoverparty #SaySoStreamingParty #YouTuber #COVID19 #SocialDistancing #Chennai #profilepic #vr46,2020-05-09 18:56:14+00:00,1,2,#tiktokers #tiktokdown #twittervskpop #viral #fancamsareoverparty #SaySoStreamingParty #YouTuber #COVID19 #SocialDistancing #Chennai #profilepic #vr46,Chennai,Photography is the story I fail to put into words tiktokers tiktokdown twittervskpop viral fancamsareoverparty SaySoStreamingParty YouTuber COVID19 SocialDistancing Chennai profilepic vr46,[],,,,,,,
We are very good in mortality rates. Our doctors have made sure our recoveries are spot on! #TamilNadu #CoronaVirusUpdate #COVID19 #Covid_19 #Chennai,2020-05-09 16:26:19+00:00,0,0,#TamilNadu #CoronaVirusUpdate #COVID19 #Covid_19 #Chennai,Chennai,We are very good in mortality rates Our doctors have made sure our recoveries are spot on TamilNadu CoronaVirusUpdate COVID19 Covid 19 Chennai,"[{'score': 0.568353, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.812632, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
See how life changes.. from Wuhan market to Koyambedu market..! #COVID2019india #COVID19,2020-05-09 15:28:30+00:00,1,2,#COVID2019india #COVID19,Chennai,See how life changes from Wuhan market to Koyambedu market COVID2019india COVID19,"[{'score': 0.743636, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"#VT News 09:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #SportsNews #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-09 14:54:19+00:00,0,0,#VT #SportsNews #COVID19 #StayHomeStaySafe,Chennai,VT News 09 05 2020 For more promotions Legal Notice Follow us Instagram Helo App SportsNews COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
"#VT News 09:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopve Helo App:https://m.helo-app.com/al/QMkfZxQNM #cinema #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-09 14:51:57+00:00,0,0,#VT #cinema #COVID19 #StayHomeStaySafe,Chennai,VT News 09 05 2020 For more promotions Legal Notice Follow us Instagram Helo App cinema COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
